600.0000	1687.9953  11.0254
800.0000	617.7413   6.3858
1120.0000	109.9004   0.7302
1190.0000	70.6627	   0.5029
1260.0000	44.2769	   0.3160
1340.0000	25.3763	   0.2704
1420.0000	13.8647	   0.1465
1510.0000	6.8465	   0.0616
1600.0000	3.3134	   0.0371
