600.0000	1975.1153	7.0543
700.0000	1183.7819	5.1514
900.0000	456.3797	2.7220
1130.0000	135.4088	1.0448
1200.0000	87.1555	        0.8433
1270.0000	55.5901	        0.3776
1340.0000	34.9233	        0.3031
1420.0000	20.0667	        0.1491
1510.0000	10.3356	        0.1056
1600.0000	5.2573	        0.0618
1700.0000	2.4365	        0.0492
