"SUPPLEMENTAL MATERIAL FOR PRC ARTICLE ""MEASUREMENT OF THE NEARLY FREE NEUTRON STRUCTURE FUNCTION USING SPECTATOR TAGGING IN INELASTIC 2H(E,E'PS)X SCATTERING WITH CLAS"" BY S. TKACHENKO ET AL."								
								
*****     Ratio EXP/SIMULATION vs. cos(theta_pq) for 4 GeV beam energy and 3 bins in Q2 times 5 bins in W* times 4 bins in p_s  (see Fig. 12)   *****								
								
Q2	0.93	"GeV/c,"	W	1.17	"GeV,"	p_s	0.078	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	0.3	1.184	0.145	0.193				
	0.5	1.085	0.139	0.171				
	0.7	1.476	0.167	0.236				
	0.9	1.231	0.154	0.193				
								
Q2	3.38	"GeV/c,"	W	1.17	"GeV,"	p_s	0.135	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	-0.9	1.963	0.314	0.357				
	-0.7	1.684	0.27	0.293				
	-0.5	1.384	0.266	0.266				
	-0.3	0.973	0.192	0.179				
	-0.1	1.336	0.211	0.24				
	0.1	1.161	0.195	0.198				
	0.3	0.813	0.158	0.139				
	0.5	1.207	0.206	0.197				
	0.7	1.334	0.208	0.217				
	0.9	0.939	0.16	0.145				
								
Q2	3.38	"GeV/c,"	W	1.48	"GeV,"	p_s	0.078	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	-0.9	0.974	0.22	0.188				
	-0.7	1.349	0.137	0.185				
	-0.5	1.502	0.128	0.228				
	-0.3	1.244	0.093	0.185				
	-0.1	1.286	0.088	0.194				
	0.1	1.278	0.096	0.202				
	0.3	1.085	0.084	0.174				
	0.5	1.169	0.101	0.185				
	0.7	1.36	0.121	0.197				
	0.9	1.114	0.169	0.201				
								
Q2	3.38	"GeV/c,"	W	1.48	"GeV,"	p_s	0.093	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	-0.9	1.431	0.152	0.223				
	-0.7	1.464	0.124	0.225				
	-0.5	1.348	0.104	0.194				
	-0.3	1.078	0.092	0.167				
	-0.1	1.132	0.092	0.172				
	0.1	0.999	0.084	0.154				
	0.3	1.294	0.095	0.205				
	0.5	1.357	0.102	0.214				
	0.7	1.14	0.095	0.184				
	0.9	1.365	0.131	0.236				
								
Q2	3.38	"GeV/c,"	W	1.48	"GeV,"	p_s	0.11	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	-0.9	1.123	0.133	0.168				
	-0.7	1.235	0.12	0.186				
	-0.5	1.252	0.115	0.189				
	-0.3	1.139	0.112	0.181				
	-0.1	1.047	0.102	0.167				
	0.1	1.003	0.103	0.158				
	0.3	0.973	0.096	0.157				
	0.5	1.289	0.11	0.205				
	0.7	1.23	0.112	0.196				
	0.9	1.34	0.137	0.228				
								
Q2	3.38	"GeV/c,"	W	1.48	"GeV,"	p_s	0.135	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	-0.9	1.162	0.188	0.175				
	-0.7	1.311	0.163	0.199				
	-0.5	1.069	0.15	0.172				
	-0.3	1.334	0.151	0.211				
	-0.1	1	0.14	0.164				
	0.1	0.749	0.107	0.122				
	0.3	0.854	0.11	0.139				
	0.5	1.069	0.124	0.174				
	0.7	0.865	0.121	0.146				
	0.9	1.22	0.149	0.195				
								
Q2	3.38	"GeV/c,"	W	1.73	"GeV,"	p_s	0.078	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	-0.9	0.996	0.228	0.124				
	-0.7	1.067	0.115	0.147				
	-0.5	1.327	0.096	0.175				
	-0.3	1.184	0.079	0.154				
	-0.1	1.085	0.069	0.143				
	0.1	0.982	0.066	0.132				
	0.3	1.191	0.075	0.163				
	0.5	1.112	0.082	0.157				
	0.7	1.023	0.085	0.151				
	0.9	1.041	0.153	0.148				
								
Q2	3.38	"GeV/c,"	W	1.73	"GeV,"	p_s	0.093	GeV/c
								
	Cosine	Ratio	stat.	syst.				
	-0.9	1.128	0.12	0.156				
	-0.7	1.016	0.083	0.131				
	-0.5	1.163	0.087	0.151				
	-0.3	0.924	0.068	0.12				
	-0.1	0.922	0.074	0.124				
	0.1	0.942	0.071	0.127				
	0.3	0.997	0.071	0.138				
