Path: /HepData/7076/d84-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.1550 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.155 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.6098	0.6098	0.6098		0.707	0.707	0.707	-2.1583	+1.3806	-1.3806	+0.3761	-0.3761	-0.733	+0.4726	-0.4726	+0.1208	-0.1208
	0.6511	0.6511	0.6511		0.844	0.844	0.844	0.8602	+1.4186	-1.4186	+0.1995	-0.1995	0.3127	+0.5003	-0.5003	+0.0604	-0.0604
	0.6907	0.6907	0.6907		1.01	1.01	1.01	-0.6543	+1.5382	-1.5382	+0.1602	-0.1602	-0.226	+0.5639	-0.5639	+0.0459	-0.0459
	0.7263	0.7263	0.7263		1.2	1.2	1.2	5.4463	+1.7907	-1.7907	+1.2177	-1.2177	2.1023	+0.6861	-0.6861	+0.4658	-0.4658
	0.761	0.761	0.761		1.44	1.44	1.44	1.5974	+1.5597	-1.5597	+0.4666	-0.4666	0.6623	+0.6342	-0.6342	+0.1876	-0.1876
	0.7908	0.7908	0.7908		1.71	1.71	1.71	-1.7698	+1.4064	-1.4064	+0.3091	-0.3091	-0.7377	+0.6056	-0.6056	+0.1273	-0.1273
	0.8192	0.8192	0.8192		2.05	2.05	2.05	1.3878	+1.5777	-1.5777	+0.4269	-0.4269	0.6358	+0.7227	-0.7227	+0.1929	-0.1929
	0.8436	0.8436	0.8436		2.44	2.44	2.44	1.4084	+1.6756	-1.6756	+0.2545	-0.2545	0.7024	+0.815	-0.815	+0.1227	-0.1227
	0.8659	0.8659	0.8659		2.92	2.92	2.92	-2.903	+2.0413	-2.0413	+0.5883	-0.5883	-1.4875	+1.0565	-1.0565	+0.307	-0.307
	0.885	0.885	0.885		3.48	3.48	3.48	-4.714	+2.8256	-2.8256	+1.3684	-1.3684	-2.5693	+1.5571	-1.5571	+0.76	-0.76
	0.9019	0.9019	0.9019		4.16	4.16	4.16	1.6724	+3.0774	-3.0774	+0.9803	-0.9803	1.0049	+1.7996	-1.7996	+0.5784	-0.5784

