Path: /HepData/7076/d93-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.2050 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.205 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.08	0.08	0.08	0.0496	0.0496	0.0496	-0.5676	+0.3054	-0.3054	+0.081	-0.081	-0.4034	+0.2099	-0.2099	+0.0485	-0.0485
0.094	0.094	0.094	0.0592	0.0592	0.0592	-0.39	+0.273	-0.273	+0.0693	-0.0693	-0.2708	+0.1788	-0.1788	+0.0354	-0.0354
0.1103	0.1103	0.1103	0.0707	0.0707	0.0707	-0.4382	+0.2492	-0.2492	+0.0763	-0.0763	-0.2903	+0.1551	-0.1551	+0.0367	-0.0367
0.1289	0.1289	0.1289	0.0844	0.0844	0.0844	-0.7462	+0.2517	-0.2517	+0.1112	-0.1112	-0.449	+0.1485	-0.1485	+0.0603	-0.0603
0.1505	0.1505	0.1505	0.101	0.101	0.101	-0.2824	+0.244	-0.244	+0.0554	-0.0554	-0.1545	+0.1363	-0.1363	+0.0238	-0.0238
0.1738	0.1738	0.1738	0.12	0.12	0.12	-0.4995	+0.2487	-0.2487	+0.0861	-0.0861	-0.2615	+0.1317	-0.1317	+0.041	-0.041
0.2016	0.2016	0.2016	0.144	0.144	0.144	-0.6673	+0.2576	-0.2576	+0.1104	-0.1104	-0.3315	+0.1291	-0.1291	+0.0514	-0.0514
0.2307	0.2307	0.2307	0.171	0.171	0.171	-0.5186	+0.2566	-0.2566	+0.1048	-0.1048	-0.2445	+0.1223	-0.1223	+0.0454	-0.0454
0.2644	0.2644	0.2644	0.205	0.205	0.205	-0.4974	+0.1617	-0.1617	+0.105	-0.105	-0.2231	+0.0734	-0.0734	+0.0429	-0.0429
0.2996	0.2996	0.2996	0.244	0.244	0.244	-0.4138	+0.14	-0.14	+0.0961	-0.0961	-0.1773	+0.0609	-0.0609	+0.0362	-0.0362
0.3386	0.3386	0.3386	0.292	0.292	0.292	-0.3168	+0.134	-0.134	+0.0857	-0.0857	-0.1298	+0.0562	-0.0562	+0.0294	-0.0294
0.379	0.379	0.379	0.348	0.348	0.348	-0.6051	+0.1298	-0.1298	+0.1331	-0.1331	-0.2429	+0.0528	-0.0528	+0.0501	-0.0501
0.4218	0.4218	0.4218	0.416	0.416	0.416	-0.5118	+0.129	-0.129	+0.1023	-0.1023	-0.2021	+0.0514	-0.0514	+0.0369	-0.0369
0.4652	0.4652	0.4652	0.496	0.496	0.496	-0.4953	+0.1423	-0.1423	+0.0889	-0.0889	-0.1964	+0.056	-0.056	+0.0307	-0.0307
0.5093	0.5093	0.5093	0.592	0.592	0.592	-0.5139	+0.1484	-0.1484	+0.078	-0.078	-0.1993	+0.0583	-0.0583	+0.0269	-0.0269

