Path: /HepData/7076/d245-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.1850 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.185 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.1537	0.1537	0.1537		0.707	0.707	0.707	-0.0783	+0.254	-0.254	+0.0436	-0.0436	-0.0544	+0.2219	-0.2219	+0.0346	-0.0346
	0.1782	0.1782	0.1782		0.844	0.844	0.844	0.4154	+0.2764	-0.2764	+0.0599	-0.0599	0.3737	+0.2383	-0.2383	+0.049	-0.049
	0.206	0.206	0.206		1.01	1.01	1.01	0.3282	+0.2932	-0.2932	+0.0638	-0.0638	0.2968	+0.2493	-0.2493	+0.0517	-0.0517
	0.2356	0.2356	0.2356		1.2	1.2	1.2	0.0319	+0.3395	-0.3395	+0.0267	-0.0267	0.0456	+0.285	-0.285	+0.0158	-0.0158
	0.27	0.27	0.27		1.44	1.44	1.44	0.1288	+0.2304	-0.2304	+0.0494	-0.0494	0.1254	+0.1927	-0.1927	+0.0386	-0.0386
	0.3052	0.3052	0.3052		1.71	1.71	1.71	0.3276	+0.2198	-0.2198	+0.0572	-0.0572	0.2926	+0.182	-0.182	+0.0457	-0.0457
	0.345	0.345	0.345		2.05	2.05	2.05	-0.1097	+0.2232	-0.2232	+0.0377	-0.0377	-0.0701	+0.183	-0.183	+0.0291	-0.0291
	0.3853	0.3853	0.3853		2.44	2.44	2.44	-0.0184	+0.2396	-0.2396	+0.0625	-0.0625	0.0062	+0.1949	-0.1949	+0.0504	-0.0504
	0.4286	0.4286	0.4286		2.92	2.92	2.92	0.1423	+0.2454	-0.2454	+0.0569	-0.0569	0.1345	+0.1987	-0.1987	+0.0463	-0.0463
	0.472	0.472	0.472		3.48	3.48	3.48	0.2878	+0.3051	-0.3051	+0.0905	-0.0905	0.256	+0.2472	-0.2472	+0.0741	-0.0741

