Path: /HepData/7076/d186-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.6650 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.665 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.2722	0.2722	0.2722		0.707	0.707	0.707	0.6292	+0.4202	-0.4202	+0.0966	-0.0966	0.471	+0.2999	-0.2999	+0.0643	-0.0643
	0.3086	0.3086	0.3086		0.844	0.844	0.844	0.4425	+0.4542	-0.4542	+0.0909	-0.0909	0.3333	+0.3175	-0.3175	+0.0579	-0.0579
	0.3482	0.3482	0.3482		1.01	1.01	1.01	0.1628	+0.4936	-0.4936	+0.0533	-0.0533	0.1369	+0.3388	-0.3388	+0.0252	-0.0252
	0.3883	0.3883	0.3883		1.2	1.2	1.2	0.4619	+0.556	-0.556	+0.0871	-0.0871	0.3386	+0.3764	-0.3764	+0.0528	-0.0528
	0.4324	0.4324	0.4324		1.44	1.44	1.44	0.387	+0.3859	-0.3859	+0.088	-0.088	0.291	+0.261	-0.261	+0.0533	-0.0533
	0.4749	0.4749	0.4749		1.71	1.71	1.71	0.8163	+0.3878	-0.3878	+0.1584	-0.1584	0.5721	+0.2611	-0.2611	+0.1044	-0.1044
	0.5202	0.5202	0.5202		2.05	2.05	2.05	0.3787	+0.4012	-0.4012	+0.0673	-0.0673	0.284	+0.2701	-0.2701	+0.04	-0.04
	0.5634	0.5634	0.5634		2.44	2.44	2.44	0.7604	+0.4508	-0.4508	+0.1065	-0.1065	0.5443	+0.3049	-0.3049	+0.0705	-0.0705
	0.607	0.607	0.607		2.92	2.92	2.92	-0.0591	+0.5024	-0.5024	+0.1164	-0.1164	-0.0115	+0.343	-0.343	+0.0784	-0.0784
	0.648	0.648	0.648		3.48	3.48	3.48	0.8262	+0.6138	-0.6138	+0.1203	-0.1203	0.6027	+0.4268	-0.4268	+0.0831	-0.0831
	0.6875	0.6875	0.6875		4.16	4.16	4.16	0.2333	+0.6859	-0.6859	+0.0844	-0.0844	0.1891	+0.4856	-0.4856	+0.0586	-0.0586

