Path: /HepData/7076/d129-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.3850 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.385 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0457	0.0457	0.0457	0.0496	0.0496	0.0496	-0.0319	+0.2957	-0.2957	+0.0205	-0.0205	-0.0275	+0.2575	-0.2575	+0.0123	-0.0123
0.054	0.054	0.054	0.0592	0.0592	0.0592	-0.7045	+0.2708	-0.2708	+0.0644	-0.0644	-0.5997	+0.2307	-0.2307	+0.0521	-0.0521
0.0639	0.0639	0.0639	0.0707	0.0707	0.0707	-0.2028	+0.2435	-0.2435	+0.0296	-0.0296	-0.1678	+0.2023	-0.2023	+0.0176	-0.0176
0.0753	0.0753	0.0753	0.0844	0.0844	0.0844	-0.1072	+0.2455	-0.2455	+0.0366	-0.0366	-0.0851	+0.1985	-0.1985	+0.0239	-0.0239
0.0888	0.0888	0.0888	0.101	0.101	0.101	-0.2157	+0.2393	-0.2393	+0.0349	-0.0349	-0.1665	+0.1876	-0.1876	+0.0192	-0.0192
0.1038	0.1038	0.1038	0.12	0.12	0.12	-0.1516	+0.2417	-0.2417	+0.0412	-0.0412	-0.1121	+0.1836	-0.1836	+0.0254	-0.0254
0.122	0.122	0.122	0.144	0.144	0.144	0.0273	+0.2449	-0.2449	+0.0266	-0.0266	0.0236	+0.1795	-0.1795	+0.0133	-0.0133
0.1416	0.1416	0.1416	0.171	0.171	0.171	0.2584	+0.2534	-0.2534	+0.0421	-0.0421	0.1871	+0.1793	-0.1793	+0.0291	-0.0291
0.1651	0.1651	0.1651	0.205	0.205	0.205	0.1786	+0.1325	-0.1325	+0.0374	-0.0374	0.1273	+0.0902	-0.0902	+0.0243	-0.0243
0.1905	0.1905	0.1905	0.244	0.244	0.244	0.1818	+0.1204	-0.1204	+0.0366	-0.0366	0.1277	+0.079	-0.079	+0.024	-0.024
0.2198	0.2198	0.2198	0.292	0.292	0.292	0.0413	+0.1277	-0.1277	+0.0295	-0.0295	0.0378	+0.0807	-0.0807	+0.017	-0.017
0.2514	0.2514	0.2514	0.348	0.348	0.348	0.3082	+0.1214	-0.1214	+0.0564	-0.0564	0.2031	+0.074	-0.074	+0.0369	-0.0369
0.2864	0.2864	0.2864	0.416	0.416	0.416	0.0697	+0.1235	-0.1235	+0.0294	-0.0294	0.0618	+0.0729	-0.0729	+0.0191	-0.0191
0.3237	0.3237	0.3237	0.496	0.496	0.496	0.2967	+0.1323	-0.1323	+0.0483	-0.0483	0.1948	+0.0758	-0.0758	+0.0312	-0.0312
0.3635	0.3635	0.3635	0.592	0.592	0.592	0.1333	+0.1566	-0.1566	+0.0365	-0.0365	0.1021	+0.0876	-0.0876	+0.0252	-0.0252

