Path: /HepData/7076/d70-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.0850 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.085 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.7052	0.7052	0.7052		0.707	0.707	0.707	0.298	+3.8546	-3.8546	+1.3811	-1.3811	-0.0425	+1.0823	-1.0823	+0.3427	-0.3427
	0.7407	0.7407	0.7407		0.844	0.844	0.844	2.439	+3.7714	-3.7714	+1.0068	-1.0068	0.6225	+1.1195	-1.1195	+0.3062	-0.3062
	0.7736	0.7736	0.7736		1.01	1.01	1.01	1.0454	+4.2111	-4.2111	+0.4709	-0.4709	0.2582	+1.3319	-1.3319	+0.1077	-0.1077
	0.8024	0.8024	0.8024		1.2	1.2	1.2	1.4508	+5.121	-5.121	+1.2845	-1.2845	0.4393	+1.73	-1.73	+0.428	-0.428
	0.8297	0.8297	0.8297		1.44	1.44	1.44	-7.5472	+4.1886	-4.1886	+6.1495	-6.1495	-2.7902	+1.5338	-1.5338	+2.2348	-2.2348
	0.8527	0.8527	0.8527		1.71	1.71	1.71	-2.2806	+3.6759	-3.6759	+2.326	-2.326	-0.9213	+1.4504	-1.4504	+0.907	-0.907
	0.874	0.874	0.874		2.05	2.05	2.05	-7.029	+4.0732	-4.0732	+5.6476	-5.6476	-3.0095	+1.736	-1.736	+2.4047	-2.4047
	0.892	0.892	0.892		2.44	2.44	2.44	3.5103	+4.4649	-4.4649	+2.2433	-2.2433	1.66	+2.0488	-2.0488	+1.0037	-1.0037
	0.9081	0.9081	0.9081		2.92	2.92	2.92	-1.8681	+5.5789	-5.5789	+1.3111	-1.3111	-0.9013	+2.759	-2.759	+0.6528	-0.6528
	0.9217	0.9217	0.9217		3.48	3.48	3.48	-9.7097	+7.427	-7.427	+4.4601	-4.4601	-5.2175	+3.9615	-3.9615	+2.3971	-2.3971
	0.9337	0.9337	0.9337		4.16	4.16	4.16	8.8815	+5.3742	-5.3742	+2.9273	-2.9273	5.0399	+3.0693	-3.0693	+2.5485	-2.5485

