Path: /HepData/7076/d79-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.1350 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.135 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1087	0.1087	0.1087	0.0496	0.0496	0.0496	-1.9087	+0.8828	-0.8828	+0.7649	-0.7649	-1.0663	+0.4796	-0.4796	+0.4076	-0.4076
0.1271	0.1271	0.1271	0.0592	0.0592	0.0592	0.3151	+0.6543	-0.6543	+0.1403	-0.1403	0.13	+0.3334	-0.3334	+0.0433	-0.0433
0.1482	0.1482	0.1482	0.0707	0.0707	0.0707	0.9372	+0.6367	-0.6367	+0.1825	-0.1825	0.4159	+0.3039	-0.3039	+0.071	-0.071
0.1719	0.1719	0.1719	0.0844	0.0844	0.0844	0.2332	+0.6227	-0.6227	+0.131	-0.131	0.0844	+0.2786	-0.2786	+0.0267	-0.0267
0.199	0.199	0.199	0.101	0.101	0.101	-1.0188	+0.6063	-0.6063	+0.2899	-0.2899	-0.4323	+0.2544	-0.2544	+0.1087	-0.1087
0.2279	0.2279	0.2279	0.12	0.12	0.12	-0.6733	+0.596	-0.596	+0.244	-0.244	-0.2685	+0.2359	-0.2359	+0.0803	-0.0803
0.2616	0.2616	0.2616	0.144	0.144	0.144	0.4181	+0.6192	-0.6192	+0.1741	-0.1741	0.157	+0.2314	-0.2314	+0.0477	-0.0477
0.2961	0.2961	0.2961	0.171	0.171	0.171	-0.5332	+0.6044	-0.6044	+0.2411	-0.2411	-0.1876	+0.2152	-0.2152	+0.0704	-0.0704
0.3352	0.3352	0.3352	0.205	0.205	0.205	0.0024	+0.424	-0.424	+0.1697	-0.1697	0.0027	+0.1445	-0.1445	+0.0391	-0.0391
0.3751	0.3751	0.3751	0.244	0.244	0.244	-0.2192	+0.3335	-0.3335	+0.1882	-0.1882	-0.0706	+0.1099	-0.1099	+0.0431	-0.0431
0.418	0.418	0.418	0.292	0.292	0.292	-0.0657	+0.3078	-0.3078	+0.1877	-0.1877	-0.0198	+0.099	-0.099	+0.0414	-0.0414
0.4612	0.4612	0.4612	0.348	0.348	0.348	-0.2184	+0.3075	-0.3075	+0.1865	-0.1865	-0.0682	+0.0974	-0.0974	+0.0412	-0.0412
0.5058	0.5058	0.5058	0.416	0.416	0.416	-0.1478	+0.3095	-0.3095	+0.1733	-0.1733	-0.0476	+0.0977	-0.0977	+0.0387	-0.0387
0.5496	0.5496	0.5496	0.496	0.496	0.496	0.0972	+0.3187	-0.3187	+0.158	-0.158	0.0217	+0.1012	-0.1012	+0.0313	-0.0313
0.5929	0.5929	0.5929	0.592	0.592	0.592	-0.018	+0.3511	-0.3511	+0.1451	-0.1451	-0.0159	+0.1135	-0.1135	+0.0277	-0.0277

