Path: /HepData/7076/d249-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.2250 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.225 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.148	0.148	0.148	0.707	0.707	0.707	0.0212	+0.2481	-0.2481	+0.044	-0.044	0.0309	+0.2184	-0.2184	+0.0356	-0.0356
0.1718	0.1718	0.1718	0.844	0.844	0.844	-0.49	+0.2691	-0.2691	+0.0647	-0.0647	-0.4113	+0.234	-0.234	+0.0541	-0.0541
0.1989	0.1989	0.1989	1.01	1.01	1.01	0.1033	+0.2916	-0.2916	+0.0262	-0.0262	0.1049	+0.2501	-0.2501	+0.0162	-0.0162
0.2278	0.2278	0.2278	1.2	1.2	1.2	0.5656	+0.3595	-0.3595	+0.0682	-0.0682	0.497	+0.3046	-0.3046	+0.0559	-0.0559
0.2614	0.2614	0.2614	1.44	1.44	1.44	0.1917	+0.2199	-0.2199	+0.0507	-0.0507	0.1819	+0.1857	-0.1857	+0.0405	-0.0405
0.2959	0.2959	0.2959	1.71	1.71	1.71	0.6608	+0.2118	-0.2118	+0.0897	-0.0897	0.5695	+0.177	-0.177	+0.0742	-0.0742
0.335	0.335	0.335	2.05	2.05	2.05	0.1694	+0.22	-0.22	+0.064	-0.064	0.1597	+0.182	-0.182	+0.0523	-0.0523
0.3749	0.3749	0.3749	2.44	2.44	2.44	0.6271	+0.2371	-0.2371	+0.0889	-0.0889	0.5384	+0.1947	-0.1947	+0.0726	-0.0726
0.4178	0.4178	0.4178	2.92	2.92	2.92	0.4025	+0.2423	-0.2423	+0.068	-0.068	0.3461	+0.198	-0.198	+0.056	-0.056
0.461	0.461	0.461	3.48	3.48	3.48	0.6528	+0.2952	-0.2952	+0.1109	-0.1109	0.5506	+0.2413	-0.2413	+0.092	-0.092

