Path: /HepData/7076/d164-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.5550 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.555 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.3152	0.3152	0.3152		0.707	0.707	0.707	0.5327	+0.4768	-0.4768	+0.0885	-0.0885	0.3714	+0.3117	-0.3117	+0.0502	-0.0502
	0.3546	0.3546	0.3546		0.844	0.844	0.844	0.5086	+0.5103	-0.5103	+0.0865	-0.0865	0.3498	+0.3271	-0.3271	+0.0464	-0.0464
	0.3967	0.3967	0.3967		1.01	1.01	1.01	0.5585	+0.5678	-0.5678	+0.112	-0.112	0.3772	+0.3582	-0.3582	+0.0633	-0.0633
	0.4385	0.4385	0.4385		1.2	1.2	1.2	0.2532	+0.63	-0.63	+0.0829	-0.0829	0.1847	+0.3933	-0.3933	+0.0406	-0.0406
	0.4838	0.4838	0.4838		1.44	1.44	1.44	0.0233	+0.4617	-0.4617	+0.0848	-0.0848	0.0389	+0.2893	-0.2893	+0.0419	-0.0419
	0.5268	0.5268	0.5268		1.71	1.71	1.71	0.4817	+0.4675	-0.4675	+0.1038	-0.1038	0.3234	+0.2935	-0.2935	+0.0569	-0.0569
	0.5716	0.5716	0.5716		2.05	2.05	2.05	0.3534	+0.4986	-0.4986	+0.1578	-0.1578	0.2461	+0.315	-0.315	+0.0961	-0.0961
	0.6136	0.6136	0.6136		2.44	2.44	2.44	0.6594	+0.5469	-0.5469	+0.1301	-0.1301	0.4443	+0.3497	-0.3497	+0.0803	-0.0803
	0.6553	0.6553	0.6553		2.92	2.92	2.92	0.5443	+0.6151	-0.6151	+0.13	-0.13	0.3787	+0.4	-0.4	+0.0832	-0.0832
	0.6937	0.6937	0.6937		3.48	3.48	3.48	-0.616	+0.8301	-0.8301	+0.221	-0.221	-0.3896	+0.5538	-0.5538	+0.1472	-0.1472
	0.7303	0.7303	0.7303		4.16	4.16	4.16	3.3312	+0.9184	-0.9184	+0.5037	-0.5037	2.3041	+0.6278	-0.6278	+0.349	-0.349

