Path: /HepData/7076/d117-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.3250 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.325 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0537	0.0537	0.0537		0.0496	0.0496	0.0496	0.3621	+0.3133	-0.3133	+0.053	-0.053	0.2897	+0.26	-0.26	+0.0417	-0.0417
	0.0634	0.0634	0.0634		0.0592	0.0592	0.0592	-0.0787	+0.2783	-0.2783	+0.0306	-0.0306	-0.0769	+0.2245	-0.2245	+0.0155	-0.0155
	0.0748	0.0748	0.0748		0.0707	0.0707	0.0707	-0.0408	+0.279	-0.279	+0.0316	-0.0316	-0.0489	+0.2181	-0.2181	+0.0135	-0.0135
	0.0881	0.0881	0.0881		0.0844	0.0844	0.0844	-0.3312	+0.2651	-0.2651	+0.0542	-0.0542	-0.2688	+0.2002	-0.2002	+0.0318	-0.0318
	0.1036	0.1036	0.1036		0.101	0.101	0.101	0.1192	+0.2561	-0.2561	+0.0379	-0.0379	0.0669	+0.1863	-0.1863	+0.0161	-0.0161
	0.1207	0.1207	0.1207		0.12	0.12	0.12	-0.1869	+0.2587	-0.2587	+0.0562	-0.0562	-0.1428	+0.1811	-0.1811	+0.0318	-0.0318
	0.1415	0.1415	0.1415		0.144	0.144	0.144	-0.0177	+0.2577	-0.2577	+0.0361	-0.0361	-0.0141	+0.173	-0.173	+0.0146	-0.0146
	0.1637	0.1637	0.1637		0.171	0.171	0.171	-0.3406	+0.2601	-0.2601	+0.0742	-0.0742	-0.2148	+0.1675	-0.1675	+0.0421	-0.0421
	0.19	0.19	0.19		0.205	0.205	0.205	-0.043	+0.1544	-0.1544	+0.0368	-0.0368	-0.0162	+0.0953	-0.0953	+0.0146	-0.0146
	0.2183	0.2183	0.2183		0.244	0.244	0.244	-0.1618	+0.1307	-0.1307	+0.047	-0.047	-0.0854	+0.0774	-0.0774	+0.0215	-0.0215
	0.2504	0.2504	0.2504		0.292	0.292	0.292	-0.2307	+0.1316	-0.1316	+0.0591	-0.0591	-0.122	+0.0749	-0.0749	+0.0288	-0.0288
	0.2848	0.2848	0.2848		0.348	0.348	0.348	-0.0238	+0.1277	-0.1277	+0.0375	-0.0375	-0.0066	+0.0701	-0.0701	+0.018	-0.018
	0.3225	0.3225	0.3225		0.416	0.416	0.416	-0.1082	+0.1259	-0.1259	+0.0394	-0.0394	-0.0506	+0.0669	-0.0669	+0.0198	-0.0198
	0.3621	0.3621	0.3621		0.496	0.496	0.496	-0.0281	+0.1386	-0.1386	+0.0306	-0.0306	-0.0045	+0.0718	-0.0718	+0.0185	-0.0185
	0.4038	0.4038	0.4038		0.592	0.592	0.592	-0.0758	+0.1528	-0.1528	+0.03	-0.03	-0.0233	+0.0775	-0.0775	+0.019	-0.019

