Path: /HepData/7076/d151-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.4950 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.495 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0354	0.0354	0.0354	0.0496	0.0496	0.0496	-0.2988	+0.2041	-0.2041	+0.0228	-0.0228	-0.267	+0.1874	-0.1874	+0.0201	-0.0201
0.0419	0.0419	0.0419	0.0592	0.0592	0.0592	0.0922	+0.1913	-0.1913	+0.0197	-0.0197	0.0929	+0.1732	-0.1732	+0.0142	-0.0142
0.0496	0.0496	0.0496	0.0707	0.0707	0.0707	-0.2997	+0.1871	-0.1871	+0.0358	-0.0358	-0.2548	+0.1666	-0.1666	+0.0302	-0.0302
0.0587	0.0587	0.0587	0.0844	0.0844	0.0844	-0.0965	+0.1835	-0.1835	+0.0206	-0.0206	-0.0711	+0.1604	-0.1604	+0.0139	-0.0139
0.0694	0.0694	0.0694	0.101	0.101	0.101	-0.0322	+0.1792	-0.1792	+0.0566	-0.0566	-0.0135	+0.1534	-0.1534	+0.0469	-0.0469
0.0814	0.0814	0.0814	0.12	0.12	0.12	0.1044	+0.1745	-0.1745	+0.0267	-0.0267	0.1004	+0.1461	-0.1461	+0.0185	-0.0185
0.0962	0.0962	0.0962	0.144	0.144	0.144	-0.168	+0.1776	-0.1776	+0.023	-0.023	-0.1254	+0.1448	-0.1448	+0.0127	-0.0127
0.1122	0.1122	0.1122	0.171	0.171	0.171	-0.015	+0.1805	-0.1805	+0.0217	-0.0217	-1.0E-4	+0.1433	-0.1433	+0.0113	-0.0113
0.1316	0.1316	0.1316	0.205	0.205	0.205	-0.042	+0.0846	-0.0846	+0.0207	-0.0207	-0.0205	+0.0652	-0.0652	+0.0096	-0.0096
0.1528	0.1528	0.1528	0.244	0.244	0.244	0.021	+0.0841	-0.0841	+0.0202	-0.0202	0.0281	+0.0629	-0.0629	+0.0096	-0.0096
0.1775	0.1775	0.1775	0.292	0.292	0.292	-0.0224	+0.0816	-0.0816	+0.0206	-0.0206	-0.0031	+0.0591	-0.0591	+0.0106	-0.0106
0.2045	0.2045	0.2045	0.348	0.348	0.348	0.1198	+0.0862	-0.0862	+0.0248	-0.0248	0.0982	+0.0606	-0.0606	+0.0168	-0.0168
0.2351	0.2351	0.2351	0.416	0.416	0.416	0.2894	+0.0954	-0.0954	+0.0381	-0.0381	0.2136	+0.0649	-0.0649	+0.0278	-0.0278
0.2682	0.2682	0.2682	0.496	0.496	0.496	0.1845	+0.1059	-0.1059	+0.0299	-0.0299	0.1423	+0.07	-0.07	+0.0244	-0.0244
0.3043	0.3043	0.3043	0.592	0.592	0.592	0.3931	+0.1731	-0.1731	+0.0485	-0.0485	0.2742	+0.1115	-0.1115	+0.0374	-0.0374

