Path: /HepData/7076/d182-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.6450 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.645 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.2793	0.2793	0.2793	0.707	0.707	0.707	1.2967	+0.43	-0.43	+0.1636	-0.1636	0.9371	+0.3026	-0.3026	+0.1123	-0.1123
0.3163	0.3163	0.3163	0.844	0.844	0.844	-0.5748	+0.4598	-0.4598	+0.076	-0.076	-0.3702	+0.3169	-0.3169	+0.0445	-0.0445
0.3563	0.3563	0.3563	1.01	1.01	1.01	0.1688	+0.5066	-0.5066	+0.0525	-0.0525	0.1414	+0.343	-0.343	+0.0214	-0.0214
0.3968	0.3968	0.3968	1.2	1.2	1.2	-0.3808	+0.5658	-0.5658	+0.0793	-0.0793	-0.2268	+0.378	-0.378	+0.0447	-0.0447
0.4411	0.4411	0.4411	1.44	1.44	1.44	0.4089	+0.3941	-0.3941	+0.0922	-0.0922	0.3094	+0.2631	-0.2631	+0.0544	-0.0544
0.4838	0.4838	0.4838	1.71	1.71	1.71	1.1162	+0.3968	-0.3968	+0.1558	-0.1558	0.7677	+0.2641	-0.2641	+0.1009	-0.1009
0.5291	0.5291	0.5291	2.05	2.05	2.05	0.519	+0.4109	-0.4109	+0.1184	-0.1184	0.3825	+0.2736	-0.2736	+0.0752	-0.0752
0.5722	0.5722	0.5722	2.44	2.44	2.44	0.4861	+0.4594	-0.4594	+0.1304	-0.1304	0.3549	+0.3077	-0.3077	+0.0861	-0.0861
0.6155	0.6155	0.6155	2.92	2.92	2.92	0.7714	+0.5118	-0.5118	+0.1361	-0.1361	0.547	+0.3465	-0.3465	+0.0912	-0.0912
0.6561	0.6561	0.6561	3.48	3.48	3.48	1.0535	+0.6501	-0.6501	+0.1466	-0.1466	0.7519	+0.4487	-0.4487	+0.1018	-0.1018
0.6952	0.6952	0.6952	4.16	4.16	4.16	-0.376	+0.704	-0.704	+0.142	-0.142	-0.2395	+0.4954	-0.4954	+0.0998	-0.0998

