Path: /HepData/7076/d239-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.1250 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.125 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1629	0.1629	0.1629	0.707	0.707	0.707	0.6399	+0.2708	-0.2708	+0.0749	-0.0749	0.5672	+0.2336	-0.2336	+0.0625	-0.0625
0.1885	0.1885	0.1885	0.844	0.844	0.844	-0.208	+0.2909	-0.2909	+0.0512	-0.0512	-0.1602	+0.2473	-0.2473	+0.0399	-0.0399
0.2175	0.2175	0.2175	1.01	1.01	1.01	0.3619	+0.3127	-0.3127	+0.0629	-0.0629	0.322	+0.2621	-0.2621	+0.0498	-0.0498
0.2482	0.2482	0.2482	1.2	1.2	1.2	0.0049	+0.3474	-0.3474	+0.0274	-0.0274	0.0245	+0.2872	-0.2872	+0.0151	-0.0151
0.2838	0.2838	0.2838	1.44	1.44	1.44	0.2958	+0.2352	-0.2352	+0.0571	-0.0571	0.2647	+0.1934	-0.1934	+0.0445	-0.0445
0.32	0.32	0.32	1.71	1.71	1.71	0.2422	+0.2333	-0.2333	+0.0469	-0.0469	0.2231	+0.19	-0.19	+0.0354	-0.0354
0.3607	0.3607	0.3607	2.05	2.05	2.05	0.5338	+0.2429	-0.2429	+0.074	-0.074	0.4539	+0.196	-0.196	+0.0591	-0.0591
0.4017	0.4017	0.4017	2.44	2.44	2.44	-0.1164	+0.2589	-0.2589	+0.0456	-0.0456	-0.0667	+0.2074	-0.2074	+0.0358	-0.0358
0.4455	0.4455	0.4455	2.92	2.92	2.92	0.4115	+0.263	-0.263	+0.1053	-0.1053	0.3518	+0.2098	-0.2098	+0.0848	-0.0848
0.4892	0.4892	0.4892	3.48	3.48	3.48	0.5223	+0.3195	-0.3195	+0.1198	-0.1198	0.439	+0.2552	-0.2552	+0.0972	-0.0972
0.5337	0.5337	0.5337	4.16	4.16	4.16	0.4406	+0.4011	-0.4011	+0.0851	-0.0851	0.3714	+0.3207	-0.3207	+0.0696	-0.0696

