Path: /HepData/7076/d167-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.5750 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.575 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0301	0.0301	0.0301	0.0496	0.0496	0.0496	-0.2898	+0.2104	-0.2104	+0.0339	-0.0339	-0.2609	+0.1977	-0.1977	+0.0325	-0.0325
0.0357	0.0357	0.0357	0.0592	0.0592	0.0592	-0.0941	+0.2065	-0.2065	+0.0164	-0.0164	-0.073	+0.1919	-0.1919	+0.0138	-0.0138
0.0423	0.0423	0.0423	0.0707	0.0707	0.0707	-0.0704	+0.203	-0.203	+0.0338	-0.0338	-0.0462	+0.1863	-0.1863	+0.03	-0.03
0.0501	0.0501	0.0501	0.0844	0.0844	0.0844	-0.2781	+0.1917	-0.1917	+0.0227	-0.0227	-0.2335	+0.1735	-0.1735	+0.0191	-0.0191
0.0594	0.0594	0.0594	0.101	0.101	0.101	-0.2221	+0.186	-0.186	+0.0325	-0.0325	-0.1811	+0.1656	-0.1656	+0.0275	-0.0275
0.0698	0.0698	0.0698	0.12	0.12	0.12	0.0671	+0.1903	-0.1903	+0.0165	-0.0165	0.0736	+0.1664	-0.1664	+0.0104	-0.0104
0.0826	0.0826	0.0826	0.144	0.144	0.144	0.2924	+0.1856	-0.1856	+0.0299	-0.0299	0.2632	+0.159	-0.159	+0.024	-0.024
0.0966	0.0966	0.0966	0.171	0.171	0.171	0.1271	+0.1775	-0.1775	+0.0213	-0.0213	0.1199	+0.1489	-0.1489	+0.015	-0.015
0.1136	0.1136	0.1136	0.205	0.205	0.205	-0.1264	+0.094	-0.094	+0.0215	-0.0215	-0.0894	+0.0769	-0.0769	+0.0142	-0.0142
0.1324	0.1324	0.1324	0.244	0.244	0.244	-0.0396	+0.0849	-0.0849	+0.0205	-0.0205	-0.0166	+0.0678	-0.0678	+0.0128	-0.0128
0.1544	0.1544	0.1544	0.292	0.292	0.292	0.1362	+0.0818	-0.0818	+0.0272	-0.0272	0.1222	+0.0635	-0.0635	+0.0197	-0.0197
0.1787	0.1787	0.1787	0.348	0.348	0.348	0.2281	+0.0849	-0.0849	+0.0353	-0.0353	0.1907	+0.0641	-0.0641	+0.0261	-0.0261
0.2065	0.2065	0.2065	0.416	0.416	0.416	0.1042	+0.0924	-0.0924	+0.0283	-0.0283	0.0982	+0.0678	-0.0678	+0.0205	-0.0205
0.2368	0.2368	0.2368	0.496	0.496	0.496	0.2216	+0.1228	-0.1228	+0.0363	-0.0363	0.1846	+0.0878	-0.0878	+0.0274	-0.0274

