Path: /HepData/7076/d115-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.3150 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.315 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0553	0.0553	0.0553	0.0496	0.0496	0.0496	-0.5992	+0.3193	-0.3193	+0.0645	-0.0645	-0.5039	+0.2623	-0.2623	+0.0486	-0.0486
0.0653	0.0653	0.0653	0.0592	0.0592	0.0592	-0.1418	+0.274	-0.274	+0.0455	-0.0455	-0.1278	+0.2185	-0.2185	+0.0295	-0.0295
0.077	0.077	0.077	0.0707	0.0707	0.0707	-0.0177	+0.2786	-0.2786	+0.0335	-0.0335	-0.0321	+0.215	-0.215	+0.0133	-0.0133
0.0906	0.0906	0.0906	0.0844	0.0844	0.0844	-0.217	+0.2612	-0.2612	+0.0476	-0.0476	-0.1817	+0.1946	-0.1946	+0.0231	-0.0231
0.1065	0.1065	0.1065	0.101	0.101	0.101	-0.4878	+0.2547	-0.2547	+0.079	-0.079	-0.37	+0.1824	-0.1824	+0.047	-0.047
0.124	0.124	0.124	0.12	0.12	0.12	-0.1126	+0.2606	-0.2606	+0.0442	-0.0442	-0.0833	+0.1794	-0.1794	+0.0183	-0.0183
0.1452	0.1452	0.1452	0.144	0.144	0.144	-0.1817	+0.2576	-0.2576	+0.0432	-0.0432	-0.1099	+0.1699	-0.1699	+0.0192	-0.0192
0.1679	0.1679	0.1679	0.171	0.171	0.171	-0.1991	+0.2603	-0.2603	+0.0526	-0.0526	-0.1164	+0.1646	-0.1646	+0.0258	-0.0258
0.1948	0.1948	0.1948	0.205	0.205	0.205	-0.2016	+0.149	-0.149	+0.0508	-0.0508	-0.1128	+0.0901	-0.0901	+0.0235	-0.0235
0.2235	0.2235	0.2235	0.244	0.244	0.244	-0.5125	+0.1275	-0.1275	+0.1072	-0.1072	-0.2884	+0.074	-0.074	+0.0582	-0.0582
0.2563	0.2563	0.2563	0.292	0.292	0.292	0.0058	+0.131	-0.131	+0.0383	-0.0383	0.0126	+0.0731	-0.0731	+0.0153	-0.0153
0.2911	0.2911	0.2911	0.348	0.348	0.348	-0.1986	+0.1268	-0.1268	+0.0506	-0.0506	-0.0971	+0.0682	-0.0682	+0.0227	-0.0227
0.3292	0.3292	0.3292	0.416	0.416	0.416	-0.0099	+0.1276	-0.1276	+0.0354	-0.0354	0.004	+0.0665	-0.0665	+0.0158	-0.0158
0.3692	0.3692	0.3692	0.496	0.496	0.496	-0.3931	+0.1396	-0.1396	+0.0697	-0.0697	-0.1918	+0.0709	-0.0709	+0.0329	-0.0329
0.4113	0.4113	0.4113	0.592	0.592	0.592	-0.3341	+0.1515	-0.1515	+0.054	-0.054	-0.1547	+0.0755	-0.0755	+0.0264	-0.0264

