Path: /HepData/7076/d161-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.5450 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.545 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0319	0.0319	0.0319	0.0496	0.0496	0.0496	0.066	+0.2028	-0.2028	+0.0226	-0.0226	0.0705	+0.1891	-0.1891	+0.0186	-0.0186
0.0378	0.0378	0.0378	0.0592	0.0592	0.0592	-0.0168	+0.1967	-0.1967	+0.0126	-0.0126	-0.0041	+0.1812	-0.1812	+0.0072	-0.0072
0.0449	0.0449	0.0449	0.0707	0.0707	0.0707	0.2902	+0.1892	-0.1892	+0.041	-0.041	0.2783	+0.1719	-0.1719	+0.0353	-0.0353
0.0531	0.0531	0.0531	0.0844	0.0844	0.0844	-0.3398	+0.1827	-0.1827	+0.0449	-0.0449	-0.2892	+0.1635	-0.1635	+0.0391	-0.0391
0.0629	0.0629	0.0629	0.101	0.101	0.101	-0.177	+0.1734	-0.1734	+0.0196	-0.0196	-0.1415	+0.1524	-0.1524	+0.0131	-0.0131
0.0738	0.0738	0.0738	0.12	0.12	0.12	0.2925	+0.1759	-0.1759	+0.029	-0.029	0.2648	+0.1516	-0.1516	+0.0215	-0.0215
0.0873	0.0873	0.0873	0.144	0.144	0.144	0.1496	+0.176	-0.176	+0.0218	-0.0218	0.137	+0.1483	-0.1483	+0.0132	-0.0132
0.102	0.102	0.102	0.171	0.171	0.171	-0.0378	+0.1682	-0.1682	+0.026	-0.026	-0.0197	+0.1385	-0.1385	+0.0161	-0.0161
0.1199	0.1199	0.1199	0.205	0.205	0.205	0.0167	+0.0824	-0.0824	+0.0212	-0.0212	0.0252	+0.066	-0.066	+0.0107	-0.0107
0.1395	0.1395	0.1395	0.244	0.244	0.244	0.1274	+0.078	-0.078	+0.025	-0.025	0.1121	+0.0609	-0.0609	+0.0165	-0.0165
0.1625	0.1625	0.1625	0.292	0.292	0.292	0.2059	+0.0796	-0.0796	+0.0304	-0.0304	0.1699	+0.0604	-0.0604	+0.0225	-0.0225
0.1878	0.1878	0.1878	0.348	0.348	0.348	0.0155	+0.0871	-0.0871	+0.0231	-0.0231	0.0267	+0.0641	-0.0641	+0.0163	-0.0163
0.2165	0.2165	0.2165	0.416	0.416	0.416	0.418	+0.0893	-0.0893	+0.0502	-0.0502	0.3168	+0.0639	-0.0639	+0.0364	-0.0364
0.2478	0.2478	0.2478	0.496	0.496	0.496	0.3272	+0.1071	-0.1071	+0.0441	-0.0441	0.2488	+0.0746	-0.0746	+0.0309	-0.0309

