Path: /HepData/7076/d12-x1-y1
A1 and g1/F1 for the P target at incident energy 1.6000 GeV and W = 1.3500 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- P --> E- X
W : 1.35 GeV
sqrts : 1.35 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0501	0.0501	0.0501		0.0496	0.0496	0.0496	-0.1233	+0.1369	-0.1369	+0.0819	-0.0819	-0.124	+0.1163	-0.1163	+0.0603	-0.0603
	0.0592	0.0592	0.0592		0.0592	0.0592	0.0592	0.0387	+0.1362	-0.1362	+0.0817	-0.0817	0.0075	+0.1127	-0.1127	+0.0531	-0.0531
	0.0699	0.0699	0.0699		0.0707	0.0707	0.0707	0.0212	+0.1254	-0.1254	+0.0847	-0.0847	-0.014	+0.1009	-0.1009	+0.0506	-0.0506
	0.0823	0.0823	0.0823		0.0844	0.0844	0.0844	-0.0806	+0.1233	-0.1233	+0.0868	-0.0868	-0.0981	+0.0962	-0.0962	+0.048	-0.048
	0.097	0.097	0.097		0.101	0.101	0.101	-0.0239	+0.1155	-0.1155	+0.0887	-0.0887	-0.0575	+0.0871	-0.0871	+0.0451	-0.0451
	0.1131	0.1131	0.1131		0.12	0.12	0.12	0.1823	+0.1188	-0.1188	+0.0891	-0.0891	0.0906	+0.0864	-0.0864	+0.0497	-0.0497
	0.1327	0.1327	0.1327		0.144	0.144	0.144	0.129	+0.1189	-0.1189	+0.0906	-0.0906	0.0456	+0.0832	-0.0832	+0.044	-0.044
	0.1538	0.1538	0.1538		0.171	0.171	0.171	0.2618	+0.1115	-0.1115	+0.0901	-0.0901	0.1309	+0.0751	-0.0751	+0.0462	-0.0462
	0.1789	0.1789	0.1789		0.205	0.205	0.205	0.0306	+0.0684	-0.0684	+0.0908	-0.0908	-0.0257	+0.0441	-0.0441	+0.0375	-0.0375
	0.2059	0.2059	0.2059		0.244	0.244	0.244	0.1347	+0.0585	-0.0585	+0.088	-0.088	0.0392	+0.0363	-0.0363	+0.0366	-0.0366
	0.2369	0.2369	0.2369		0.292	0.292	0.292	0.1033	+0.0613	-0.0613	+0.0859	-0.0859	0.0192	+0.0366	-0.0366	+0.0351	-0.0351
	0.27	0.27	0.27		0.348	0.348	0.348	0.1996	+0.0563	-0.0563	+0.0833	-0.0833	0.0756	+0.0324	-0.0324	+0.0352	-0.0352
	0.3066	0.3066	0.3066		0.416	0.416	0.416	0.2384	+0.0534	-0.0534	+0.0804	-0.0804	0.0975	+0.0298	-0.0298	+0.0367	-0.0367
	0.3452	0.3452	0.3452		0.496	0.496	0.496	0.3217	+0.0583	-0.0583	+0.0787	-0.0787	0.1439	+0.0316	-0.0316	+0.0394	-0.0394
	0.3862	0.3862	0.3862		0.592	0.592	0.592	0.4034	+0.0702	-0.0702	+0.074	-0.074	0.1884	+0.0372	-0.0372	+0.0426	-0.0426

