Path: /HepData/7076/d140-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.4350 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.435 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.3752	0.3752	0.3752		0.707	0.707	0.707	0.0482	+0.6646	-0.6646	+0.1193	-0.1193	0.0517	+0.3817	-0.3817	+0.0617	-0.0617
	0.4175	0.4175	0.4175		0.844	0.844	0.844	0.4413	+0.6941	-0.6941	+0.083	-0.083	0.2742	+0.3926	-0.3926	+0.0341	-0.0341
	0.4617	0.4617	0.4617		1.01	1.01	1.01	-0.0199	+0.7652	-0.7652	+0.0795	-0.0795	0.0139	+0.4288	-0.4288	+0.027	-0.027
	0.5047	0.5047	0.5047		1.2	1.2	1.2	0.8188	+0.871	-0.871	+0.1256	-0.1256	0.483	+0.4867	-0.4867	+0.0605	-0.0605
	0.5501	0.5501	0.5501		1.44	1.44	1.44	0.777	+0.6835	-0.6835	+0.2569	-0.2569	0.4742	+0.3867	-0.3867	+0.1408	-0.1408
	0.5922	0.5922	0.5922		1.71	1.71	1.71	0.8746	+0.6701	-0.6701	+0.1359	-0.1359	0.5334	+0.3837	-0.3837	+0.0689	-0.0689
	0.6352	0.6352	0.6352		2.05	2.05	2.05	0.9334	+0.7237	-0.7237	+0.2187	-0.2187	0.5682	+0.4213	-0.4213	+0.1241	-0.1241
	0.6745	0.6745	0.6745		2.44	2.44	2.44	1.1476	+0.7487	-0.7487	+0.192	-0.192	0.7113	+0.4462	-0.4462	+0.1126	-0.1126
	0.7126	0.7126	0.7126		2.92	2.92	2.92	0.8457	+0.8113	-0.8113	+0.1956	-0.1956	0.5441	+0.4966	-0.4966	+0.1185	-0.1185
	0.7472	0.7472	0.7472		3.48	3.48	3.48	1.3077	+1.0396	-1.0396	+0.2006	-0.2006	0.8534	+0.6592	-0.6592	+0.127	-0.127
	0.7794	0.7794	0.7794		4.16	4.16	4.16	0.0934	+1.105	-1.105	+0.0868	-0.0868	0.0817	+0.7245	-0.7245	+0.0543	-0.0543

