Path: /HepData/7076/d152-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.4950 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.495 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.3432	0.3432	0.3432		0.707	0.707	0.707	0.5138	+0.57	-0.57	+0.1405	-0.1405	0.3355	+0.351	-0.351	+0.0846	-0.0846
	0.3841	0.3841	0.3841		0.844	0.844	0.844	-0.6435	+0.6175	-0.6175	+0.1177	-0.1177	-0.3686	+0.3734	-0.3734	+0.0653	-0.0653
	0.4274	0.4274	0.4274		1.01	1.01	1.01	-0.6772	+0.6957	-0.6957	+0.1435	-0.1435	-0.3818	+0.4151	-0.4151	+0.0803	-0.0803
	0.47	0.47	0.47		1.2	1.2	1.2	1.0398	+0.7864	-0.7864	+0.2068	-0.2068	0.6394	+0.4659	-0.4659	+0.1213	-0.1213
	0.5155	0.5155	0.5155		1.44	1.44	1.44	0.2863	+0.6072	-0.6072	+0.1435	-0.1435	0.2002	+0.3622	-0.3622	+0.0829	-0.0829
	0.5582	0.5582	0.5582		1.71	1.71	1.71	0.848	+0.6099	-0.6099	+0.1555	-0.1555	0.5351	+0.3661	-0.3661	+0.0927	-0.0927
	0.6024	0.6024	0.6024		2.05	2.05	2.05	0.2219	+0.659	-0.659	+0.1144	-0.1144	0.1637	+0.4001	-0.4001	+0.0684	-0.0684
	0.6432	0.6432	0.6432		2.44	2.44	2.44	1.696	+0.72	-0.72	+0.4092	-0.4092	1.0662	+0.4444	-0.4444	+0.2565	-0.2565
	0.6833	0.6833	0.6833		2.92	2.92	2.92	0.1414	+0.7496	-0.7496	+0.1856	-0.1856	0.1092	+0.4728	-0.4728	+0.1179	-0.1179
	0.72	0.72	0.72		3.48	3.48	3.48	0.0247	+0.96	-0.96	+0.1318	-0.1318	0.0343	+0.6237	-0.6237	+0.085	-0.085
	0.7545	0.7545	0.7545		4.16	4.16	4.16	1.1569	+1.0235	-1.0235	+0.2304	-0.2304	0.7911	+0.6848	-0.6848	+0.1557	-0.1557

