Path: /HepData/7076/d210-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.8350 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.835 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.2215	0.2215	0.2215	0.707	0.707	0.707	0.8131	+0.3577	-0.3577	+0.1152	-0.1152	0.6637	+0.2808	-0.2808	+0.0878	-0.0878
0.2535	0.2535	0.2535	0.844	0.844	0.844	0.4063	+0.376	-0.376	+0.0643	-0.0643	0.3394	+0.2896	-0.2896	+0.044	-0.044
0.2889	0.2889	0.2889	1.01	1.01	1.01	0.1108	+0.4013	-0.4013	+0.0729	-0.0729	0.1108	+0.3035	-0.3035	+0.0502	-0.0502
0.3256	0.3256	0.3256	1.2	1.2	1.2	-0.8337	+0.4343	-0.4343	+0.104	-0.104	-0.593	+0.3234	-0.3234	+0.074	-0.074
0.3668	0.3668	0.3668	1.44	1.44	1.44	0.3734	+0.3065	-0.3065	+0.0828	-0.0828	0.3106	+0.2272	-0.2272	+0.0569	-0.0569
0.4076	0.4076	0.4076	1.71	1.71	1.71	0.8064	+0.3076	-0.3076	+0.1021	-0.1021	0.62	+0.226	-0.226	+0.0722	-0.0722
0.452	0.452	0.452	2.05	2.05	2.05	0.4566	+0.3244	-0.3244	+0.0643	-0.0643	0.3623	+0.2369	-0.2369	+0.0435	-0.0435
0.4954	0.4954	0.4954	2.44	2.44	2.44	0.3565	+0.3521	-0.3521	+0.0973	-0.0973	0.2833	+0.2566	-0.2566	+0.0701	-0.0701
0.5402	0.5402	0.5402	2.92	2.92	2.92	0.224	+0.4	-0.4	+0.088	-0.088	0.1951	+0.2922	-0.2922	+0.0635	-0.0635
0.5834	0.5834	0.5834	3.48	3.48	3.48	0.6299	+0.4924	-0.4924	+0.0918	-0.0918	0.4885	+0.3634	-0.3634	+0.068	-0.068
0.626	0.626	0.626	4.16	4.16	4.16	0.373	+0.5596	-0.5596	+0.1317	-0.1317	0.2975	+0.4171	-0.4171	+0.0985	-0.0985

