Path: /HepData/7076/d89-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.1850 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.185 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0867	0.0867	0.0867	0.0496	0.0496	0.0496	0.0705	+0.3825	-0.3825	+0.0511	-0.0511	0.0476	+0.2492	-0.2492	+0.0231	-0.0231
0.1018	0.1018	0.1018	0.0592	0.0592	0.0592	-0.3218	+0.3294	-0.3294	+0.0763	-0.0763	-0.1966	+0.2037	-0.2037	+0.04	-0.04
0.1192	0.1192	0.1192	0.0707	0.0707	0.0707	-0.973	+0.3051	-0.3051	+0.1417	-0.1417	-0.5662	+0.1786	-0.1786	+0.0787	-0.0787
0.1391	0.1391	0.1391	0.0844	0.0844	0.0844	-0.3004	+0.3047	-0.3047	+0.0667	-0.0667	-0.1629	+0.1685	-0.1685	+0.0255	-0.0255
0.162	0.162	0.162	0.101	0.101	0.101	-0.3967	+0.2936	-0.2936	+0.0889	-0.0889	-0.2041	+0.1532	-0.1532	+0.0384	-0.0384
0.1868	0.1868	0.1868	0.12	0.12	0.12	0.0832	+0.3012	-0.3012	+0.0611	-0.0611	0.0439	+0.1487	-0.1487	+0.0173	-0.0173
0.2161	0.2161	0.2161	0.144	0.144	0.144	-0.2288	+0.3159	-0.3159	+0.0692	-0.0692	-0.104	+0.1474	-0.1474	+0.021	-0.021
0.2466	0.2466	0.2466	0.171	0.171	0.171	-0.7081	+0.3091	-0.3091	+0.1526	-0.1526	-0.3116	+0.1371	-0.1371	+0.0625	-0.0625
0.2818	0.2818	0.2818	0.205	0.205	0.205	-0.4052	+0.2037	-0.2037	+0.0992	-0.0992	-0.1689	+0.0861	-0.0861	+0.0343	-0.0343
0.3183	0.3183	0.3183	0.244	0.244	0.244	-0.4894	+0.1768	-0.1768	+0.1193	-0.1193	-0.1963	+0.0717	-0.0717	+0.0415	-0.0415
0.3585	0.3585	0.3585	0.292	0.292	0.292	-0.5779	+0.1624	-0.1624	+0.1494	-0.1494	-0.2241	+0.0636	-0.0636	+0.0521	-0.0521
0.3998	0.3998	0.3998	0.348	0.348	0.348	-0.3296	+0.1603	-0.1603	+0.0906	-0.0906	-0.1231	+0.0612	-0.0612	+0.027	-0.027
0.4433	0.4433	0.4433	0.416	0.416	0.416	-0.2647	+0.1535	-0.1535	+0.0724	-0.0724	-0.0956	+0.0576	-0.0576	+0.0203	-0.0203
0.487	0.487	0.487	0.496	0.496	0.496	-0.647	+0.1645	-0.1645	+0.1144	-0.1144	-0.2356	+0.0612	-0.0612	+0.0387	-0.0387
0.5312	0.5312	0.5312	0.592	0.592	0.592	-0.5039	+0.1761	-0.1761	+0.0806	-0.0806	-0.1809	+0.0657	-0.0657	+0.0264	-0.0264

