Path: /HepData/7076/d15-x1-y1
A1 and g1/F1 for the P target at incident energy 1.6000 GeV and W = 1.4100 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- P --> E- X
W : 1.41 GeV
sqrts : 1.41 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0429	0.0429	0.0429	0.0496	0.0496	0.0496	-0.2989	+0.1261	-0.1261	+0.0607	-0.0607	-0.269	+0.1115	-0.1115	+0.0612	-0.0612
0.0508	0.0508	0.0508	0.0592	0.0592	0.0592	0.0875	+0.1257	-0.1257	+0.0596	-0.0596	0.0697	+0.109	-0.109	+0.0452	-0.0452
0.0601	0.0601	0.0601	0.0707	0.0707	0.0707	0.193	+0.1094	-0.1094	+0.0595	-0.0595	0.1555	+0.0928	-0.0928	+0.0516	-0.0516
0.0709	0.0709	0.0709	0.0844	0.0844	0.0844	0.0578	+0.1045	-0.1045	+0.0584	-0.0584	0.0372	+0.0864	-0.0864	+0.0363	-0.0363
0.0837	0.0837	0.0837	0.101	0.101	0.101	0.0803	+0.1031	-0.1031	+0.0588	-0.0588	0.0508	+0.0829	-0.0829	+0.0345	-0.0345
0.0979	0.0979	0.0979	0.12	0.12	0.12	0.0236	+0.1044	-0.1044	+0.0593	-0.0593	0.0026	+0.0815	-0.0815	+0.0291	-0.0291
0.1152	0.1152	0.1152	0.144	0.144	0.144	0.1453	+0.105	-0.105	+0.0606	-0.0606	0.0917	+0.0793	-0.0793	+0.0338	-0.0338
0.1339	0.1339	0.1339	0.171	0.171	0.171	0.0671	+0.0839	-0.0839	+0.0617	-0.0617	0.0304	+0.0613	-0.0613	+0.029	-0.029
0.1563	0.1563	0.1563	0.205	0.205	0.205	0.1157	+0.0545	-0.0545	+0.0632	-0.0632	0.0629	+0.0384	-0.0384	+0.0308	-0.0308
0.1807	0.1807	0.1807	0.244	0.244	0.244	0.1246	+0.0498	-0.0498	+0.0653	-0.0653	0.0674	+0.0338	-0.0338	+0.0324	-0.0324
0.2088	0.2088	0.2088	0.292	0.292	0.292	0.2485	+0.05	-0.05	+0.0706	-0.0706	0.1476	+0.0328	-0.0328	+0.0364	-0.0364
0.2393	0.2393	0.2393	0.348	0.348	0.348	0.1715	+0.0514	-0.0514	+0.0738	-0.0738	0.0959	+0.0325	-0.0325	+0.0405	-0.0405
0.2733	0.2733	0.2733	0.416	0.416	0.416	0.216	+0.0465	-0.0465	+0.0766	-0.0766	0.1227	+0.0285	-0.0285	+0.0441	-0.0441
0.3095	0.3095	0.3095	0.496	0.496	0.496	0.3469	+0.0565	-0.0565	+0.0782	-0.0782	0.2003	+0.0336	-0.0336	+0.0471	-0.0471
0.3486	0.3486	0.3486	0.592	0.592	0.592	0.3259	+0.0624	-0.0624	+0.0745	-0.0745	0.1861	+0.0362	-0.0362	+0.0486	-0.0486

