Path: /HepData/7076/d29-x1-y1
A1 and g1/F1 for the P target at incident energy 5.7000 GeV and W = 1.1750 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- P --> E- X
W : 1.175 GeV
sqrts : 1.175 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.5863	0.5863	0.5863	0.707	0.707	0.707	-0.335	+0.2194	-0.2194	+0.138	-0.138	-0.158	+0.081	-0.081	+0.0222	-0.0222
0.6285	0.6285	0.6285	0.844	0.844	0.844	-0.0139	+0.1992	-0.1992	+0.1194	-0.1194	-0.0343	+0.0753	-0.0753	+0.02	-0.02
0.6694	0.6694	0.6694	1.01	1.01	1.01	-0.2136	+0.2148	-0.2148	+0.114	-0.114	-0.106	+0.0839	-0.0839	+0.0214	-0.0214
0.7063	0.7063	0.7063	1.2	1.2	1.2	-0.6457	+0.261	-0.261	+0.1048	-0.1048	-0.2802	+0.106	-0.106	+0.0323	-0.0323
0.7427	0.7427	0.7427	1.44	1.44	1.44	-0.5048	+0.2567	-0.2567	+0.0992	-0.0992	-0.2275	+0.1094	-0.1094	+0.0315	-0.0315
0.7741	0.7741	0.7741	1.71	1.71	1.71	-0.7444	+0.304	-0.304	+0.0958	-0.0958	-0.342	+0.1361	-0.1361	+0.0397	-0.0397
0.8043	0.8043	0.8043	2.05	2.05	2.05	-0.1714	+0.2761	-0.2761	+0.0925	-0.0925	-0.0857	+0.1309	-0.1309	+0.0261	-0.0261
0.8302	0.8302	0.8302	2.44	2.44	2.44	-0.0236	+0.3347	-0.3347	+0.0936	-0.0936	-0.0131	+0.1679	-0.1679	+0.0312	-0.0312
0.8541	0.8541	0.8541	2.92	2.92	2.92	-0.2172	+0.3901	-0.3901	+0.0968	-0.0968	-0.1137	+0.2076	-0.2076	+0.0404	-0.0404
0.8746	0.8746	0.8746	3.48	3.48	3.48	-0.6631	+0.4712	-0.4712	+0.109	-0.109	-0.3692	+0.2656	-0.2656	+0.0568	-0.0568
0.8929	0.8929	0.8929	4.16	4.16	4.16	-0.753	+0.3403	-0.3403	+0.0978	-0.0978	-0.4426	+0.2032	-0.2032	+0.0841	-0.0841
0.9086	0.9086	0.9086	4.96	4.96	4.96	-0.4519	+0.3903	-0.3903	+0.0721	-0.0721	-0.2758	+0.2461	-0.2461	+0.2162	-0.2162

