Path: /HepData/7076/d198-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.7250 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.725 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.2524	0.2524	0.2524	0.707	0.707	0.707	0.5845	+0.3792	-0.3792	+0.0847	-0.0847	0.4549	+0.2812	-0.2812	+0.0578	-0.0578
0.2873	0.2873	0.2873	0.844	0.844	0.844	0.3792	+0.4088	-0.4088	+0.0694	-0.0694	0.2988	+0.2971	-0.2971	+0.0434	-0.0434
0.3254	0.3254	0.3254	1.01	1.01	1.01	0.5117	+0.4487	-0.4487	+0.0788	-0.0788	0.3895	+0.32	-0.32	+0.0498	-0.0498
0.3643	0.3643	0.3643	1.2	1.2	1.2	-0.1847	+0.5127	-0.5127	+0.0472	-0.0472	-0.1041	+0.3603	-0.3603	+0.0208	-0.0208
0.4075	0.4075	0.4075	1.44	1.44	1.44	0.1505	+0.3532	-0.3532	+0.0526	-0.0526	0.1341	+0.2476	-0.2476	+0.0267	-0.0267
0.4495	0.4495	0.4495	1.71	1.71	1.71	-0.3681	+0.3563	-0.3563	+0.0928	-0.0928	-0.2275	+0.2481	-0.2481	+0.0603	-0.0603
0.4947	0.4947	0.4947	2.05	2.05	2.05	0.574	+0.373	-0.373	+0.0846	-0.0846	0.4257	+0.2589	-0.2589	+0.0552	-0.0552
0.5382	0.5382	0.5382	2.44	2.44	2.44	0.8236	+0.4079	-0.4079	+0.1462	-0.1462	0.6065	+0.2838	-0.2838	+0.1007	-0.1007
0.5824	0.5824	0.5824	2.92	2.92	2.92	0.1228	+0.4544	-0.4544	+0.0823	-0.0823	0.1126	+0.3183	-0.3183	+0.057	-0.057
0.6243	0.6243	0.6243	3.48	3.48	3.48	0.2228	+0.57	-0.57	+0.0853	-0.0853	0.1779	+0.4055	-0.4055	+0.0604	-0.0604
0.6652	0.6652	0.6652	4.16	4.16	4.16	0.5269	+0.6315	-0.6315	+0.0759	-0.0759	0.4032	+0.456	-0.456	+0.0548	-0.0548

