Path: /HepData/7076/d121-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.3450 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.345 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0508	0.0508	0.0508	0.0496	0.0496	0.0496	0.4493	+0.3025	-0.3025	+0.036	-0.036	0.3708	+0.2556	-0.2556	+0.0281	-0.0281
0.06	0.06	0.06	0.0592	0.0592	0.0592	-0.0967	+0.2789	-0.2789	+0.0269	-0.0269	-0.0906	+0.2297	-0.2297	+0.0142	-0.0142
0.0708	0.0708	0.0708	0.0707	0.0707	0.0707	0.0845	+0.2744	-0.2744	+0.0348	-0.0348	0.054	+0.2194	-0.2194	+0.0225	-0.0225
0.0834	0.0834	0.0834	0.0844	0.0844	0.0844	0.0653	+0.267	-0.267	+0.0287	-0.0287	0.0361	+0.2069	-0.2069	+0.0133	-0.0133
0.0982	0.0982	0.0982	0.101	0.101	0.101	0.3447	+0.2573	-0.2573	+0.0444	-0.0444	0.2427	+0.1925	-0.1925	+0.0305	-0.0305
0.1146	0.1146	0.1146	0.12	0.12	0.12	-0.2835	+0.2589	-0.2589	+0.0515	-0.0515	-0.2179	+0.1868	-0.1868	+0.0289	-0.0289
0.1344	0.1344	0.1344	0.144	0.144	0.144	0.3822	+0.2574	-0.2574	+0.0757	-0.0757	0.2538	+0.1784	-0.1784	+0.0522	-0.0522
0.1557	0.1557	0.1557	0.171	0.171	0.171	0.3476	+0.2643	-0.2643	+0.0559	-0.0559	0.2219	+0.1762	-0.1762	+0.0359	-0.0359
0.181	0.181	0.181	0.205	0.205	0.205	0.0454	+0.1541	-0.1541	+0.0375	-0.0375	0.0212	+0.0985	-0.0985	+0.0173	-0.0173
0.2083	0.2083	0.2083	0.244	0.244	0.244	-0.0945	+0.1286	-0.1286	+0.041	-0.041	-0.063	+0.079	-0.079	+0.0185	-0.0185
0.2395	0.2395	0.2395	0.292	0.292	0.292	-0.0446	+0.1305	-0.1305	+0.0375	-0.0375	-0.0277	+0.0771	-0.0771	+0.017	-0.017
0.2729	0.2729	0.2729	0.348	0.348	0.348	0.0828	+0.1305	-0.1305	+0.0373	-0.0373	0.0501	+0.0744	-0.0744	+0.0206	-0.0206
0.3097	0.3097	0.3097	0.416	0.416	0.416	0.0085	+0.1275	-0.1275	+0.0314	-0.0314	0.0137	+0.0703	-0.0703	+0.0184	-0.0184
0.3485	0.3485	0.3485	0.496	0.496	0.496	0.0772	+0.1487	-0.1487	+0.0297	-0.0297	0.0571	+0.0798	-0.0798	+0.0218	-0.0218
0.3897	0.3897	0.3897	0.592	0.592	0.592	-0.2891	+0.1588	-0.1588	+0.0478	-0.0478	-0.1308	+0.0834	-0.0834	+0.0265	-0.0265

