Path: /HepData/7076/d137-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.4250 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.425 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0414	0.0414	0.0414	0.0496	0.0496	0.0496	-0.4619	+0.2669	-0.2669	+0.0358	-0.0358	-0.405	+0.2379	-0.2379	+0.0305	-0.0305
0.049	0.049	0.049	0.0592	0.0592	0.0592	-0.2433	+0.2456	-0.2456	+0.0251	-0.0251	-0.2042	+0.2148	-0.2148	+0.0175	-0.0175
0.058	0.058	0.058	0.0707	0.0707	0.0707	-0.1609	+0.234	-0.234	+0.0281	-0.0281	-0.1267	+0.2004	-0.2004	+0.0191	-0.0191
0.0684	0.0684	0.0684	0.0844	0.0844	0.0844	-0.0927	+0.2244	-0.2244	+0.0289	-0.0289	-0.0655	+0.1877	-0.1877	+0.0185	-0.0185
0.0808	0.0808	0.0808	0.101	0.101	0.101	0.1219	+0.2235	-0.2235	+0.0337	-0.0337	0.1121	+0.182	-0.182	+0.0235	-0.0235
0.0946	0.0946	0.0946	0.12	0.12	0.12	0.0048	+0.2197	-0.2197	+0.0216	-0.0216	0.0171	+0.1739	-0.1739	+0.0085	-0.0085
0.1114	0.1114	0.1114	0.144	0.144	0.144	-0.1004	+0.2275	-0.2275	+0.0275	-0.0275	-0.0636	+0.1745	-0.1745	+0.0134	-0.0134
0.1296	0.1296	0.1296	0.171	0.171	0.171	-0.154	+0.2317	-0.2317	+0.0324	-0.0324	-0.1011	+0.1721	-0.1721	+0.0168	-0.0168
0.1514	0.1514	0.1514	0.205	0.205	0.205	-0.1425	+0.113	-0.113	+0.0315	-0.0315	-0.0887	+0.081	-0.081	+0.0152	-0.0152
0.1752	0.1752	0.1752	0.244	0.244	0.244	0.2159	+0.1077	-0.1077	+0.0427	-0.0427	0.1641	+0.0746	-0.0746	+0.0277	-0.0277
0.2027	0.2027	0.2027	0.292	0.292	0.292	0.026	+0.1112	-0.1112	+0.0286	-0.0286	0.0333	+0.0744	-0.0744	+0.0141	-0.0141
0.2325	0.2325	0.2325	0.348	0.348	0.348	0.1628	+0.1081	-0.1081	+0.0381	-0.0381	0.1229	+0.0699	-0.0699	+0.0227	-0.0227
0.2658	0.2658	0.2658	0.416	0.416	0.416	0.0463	+0.1248	-0.1248	+0.0305	-0.0305	0.0507	+0.078	-0.078	+0.0171	-0.0171
0.3015	0.3015	0.3015	0.496	0.496	0.496	0.2325	+0.1321	-0.1321	+0.0425	-0.0425	0.1679	+0.0802	-0.0802	+0.0275	-0.0275
0.3401	0.3401	0.3401	0.592	0.592	0.592	0.0901	+0.1566	-0.1566	+0.0336	-0.0336	0.0808	+0.0927	-0.0927	+0.0237	-0.0237

