Path: /HepData/7076/d168-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.5750 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.575 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.3066	0.3066	0.3066		0.707	0.707	0.707	0.3784	+0.4735	-0.4735	+0.0834	-0.0834	0.2773	+0.3151	-0.3151	+0.0479	-0.0479
	0.3455	0.3455	0.3455		0.844	0.844	0.844	-0.1091	+0.5055	-0.5055	+0.058	-0.058	-0.0442	+0.3297	-0.3297	+0.0229	-0.0229
	0.3871	0.3871	0.3871		1.01	1.01	1.01	-0.1295	+0.552	-0.552	+0.0538	-0.0538	-0.055	+0.3541	-0.3541	+0.0151	-0.0151
	0.4287	0.4287	0.4287		1.2	1.2	1.2	0.6029	+0.6105	-0.6105	+0.099	-0.099	0.4111	+0.3873	-0.3873	+0.0545	-0.0545
	0.4739	0.4739	0.4739		1.44	1.44	1.44	0.138	+0.4531	-0.4531	+0.079	-0.079	0.1169	+0.2881	-0.2881	+0.0392	-0.0392
	0.5168	0.5168	0.5168		1.71	1.71	1.71	0.4888	+0.4592	-0.4592	+0.1115	-0.1115	0.3421	+0.2921	-0.2921	+0.0639	-0.0639
	0.5618	0.5618	0.5618		2.05	2.05	2.05	-0.4798	+0.4865	-0.4865	+0.0913	-0.0913	-0.2799	+0.3111	-0.3111	+0.0518	-0.0518
	0.6041	0.6041	0.6041		2.44	2.44	2.44	-0.2792	+0.5302	-0.5302	+0.1238	-0.1238	-0.1506	+0.3425	-0.3425	+0.0775	-0.0775
	0.6462	0.6462	0.6462		2.92	2.92	2.92	0.7481	+0.5892	-0.5892	+0.1587	-0.1587	0.5148	+0.3868	-0.3868	+0.1033	-0.1033
	0.6852	0.6852	0.6852		3.48	3.48	3.48	1.577	+0.8057	-0.8057	+0.2098	-0.2098	1.0882	+0.5416	-0.5416	+0.1421	-0.1421
	0.7224	0.7224	0.7224		4.16	4.16	4.16	0.8123	+0.8784	-0.8784	+0.2193	-0.2193	0.5813	+0.6049	-0.6049	+0.1523	-0.1523

