Path: /HepData/7076/d98-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.2250 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.225 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.5332	0.5332	0.5332		0.707	0.707	0.707	-0.9251	+0.8353	-0.8353	+0.1771	-0.1771	-0.3643	+0.3377	-0.3377	+0.0667	-0.0667
	0.5769	0.5769	0.5769		0.844	0.844	0.844	0.0743	+0.8556	-0.8556	+0.0911	-0.0911	0.0422	+0.3499	-0.3499	+0.0335	-0.0335
	0.62	0.62	0.62		1.01	1.01	1.01	-0.449	+0.9564	-0.9564	+0.1007	-0.1007	-0.1736	+0.3991	-0.3991	+0.0361	-0.0361
	0.6597	0.6597	0.6597		1.2	1.2	1.2	1.136	+1.1014	-1.1014	+0.2191	-0.2191	0.4996	+0.4722	-0.4722	+0.0933	-0.0933
	0.6994	0.6994	0.6994		1.44	1.44	1.44	-0.2856	+0.9755	-0.9755	+0.1874	-0.1874	-0.1106	+0.4363	-0.4363	+0.0805	-0.0805
	0.7343	0.7343	0.7343		1.71	1.71	1.71	-0.513	+0.9333	-0.9333	+0.1211	-0.1211	-0.23	+0.4357	-0.4357	+0.0513	-0.0513
	0.7681	0.7681	0.7681		2.05	2.05	2.05	0.6944	+1.0329	-1.0329	+0.2318	-0.2318	0.3482	+0.5056	-0.5056	+0.112	-0.112
	0.7977	0.7977	0.7977		2.44	2.44	2.44	-0.0617	+1.1238	-1.1238	+0.1441	-0.1441	-0.0235	+0.5775	-0.5775	+0.0721	-0.0721
	0.8251	0.8251	0.8251		2.92	2.92	2.92	-2.3372	+1.2426	-1.2426	+0.5275	-0.5275	-1.2458	+0.6735	-0.6735	+0.2878	-0.2878
	0.849	0.849	0.849		3.48	3.48	3.48	1.516	+1.7433	-1.7433	+0.4764	-0.4764	0.8707	+0.9982	-0.9982	+0.2752	-0.2752
	0.8705	0.8705	0.8705		4.16	4.16	4.16	1.7153	+1.9213	-1.9213	+0.4225	-0.4225	1.0326	+1.1589	-1.1589	+0.2567	-0.2567

