Path: /HepData/7076/d96-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.2150 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.215 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.5432	0.5432	0.5432	0.707	0.707	0.707	0.0761	+0.8725	-0.8725	+0.0809	-0.0809	0.0402	+0.3451	-0.3451	+0.0281	-0.0281
0.5867	0.5867	0.5867	0.844	0.844	0.844	-1.0969	+0.8857	-0.8857	+0.1748	-0.1748	-0.4276	+0.3551	-0.3551	+0.0649	-0.0649
0.6295	0.6295	0.6295	1.01	1.01	1.01	-0.6431	+0.9948	-0.9948	+0.1003	-0.1003	-0.2496	+0.4079	-0.4079	+0.0341	-0.0341
0.6687	0.6687	0.6687	1.2	1.2	1.2	0.8788	+1.1555	-1.1555	+0.166	-0.166	0.3838	+0.4879	-0.4879	+0.0689	-0.0689
0.7078	0.7078	0.7078	1.44	1.44	1.44	0.1237	+1.0277	-1.0277	+0.0877	-0.0877	0.0632	+0.4535	-0.4535	+0.0323	-0.0323
0.742	0.742	0.742	1.71	1.71	1.71	-0.2829	+0.9835	-0.9835	+0.1851	-0.1851	-0.133	+0.4538	-0.4538	+0.0811	-0.0811
0.7752	0.7752	0.7752	2.05	2.05	2.05	-0.6507	+1.097	-1.097	+0.2635	-0.2635	-0.3004	+0.5319	-0.5319	+0.1261	-0.1261
0.8041	0.8041	0.8041	2.44	2.44	2.44	-1.9639	+1.1652	-1.1652	+0.1838	-0.1838	-0.9977	+0.5944	-0.5944	+0.0921	-0.0921
0.8308	0.8308	0.8308	2.92	2.92	2.92	0.6126	+1.3217	-1.3217	+0.5512	-0.5512	0.3486	+0.7115	-0.7115	+0.2999	-0.2999
0.8541	0.8541	0.8541	3.48	3.48	3.48	0.7842	+1.8241	-1.8241	+0.4275	-0.4275	0.4611	+1.0379	-1.0379	+0.2447	-0.2447
0.875	0.875	0.875	4.16	4.16	4.16	2.9983	+1.9814	-1.9814	+0.8618	-0.8618	1.8171	+1.187	-1.187	+0.5219	-0.5219

