Path: /HepData/7076/d86-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.1650 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.165 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.5979	0.5979	0.5979	0.707	0.707	0.707	-1.4353	+1.2612	-1.2612	+0.2326	-0.2326	-0.4952	+0.443	-0.443	+0.0735	-0.0735
0.6396	0.6396	0.6396	0.844	0.844	0.844	-1.7954	+1.2945	-1.2945	+0.2787	-0.2787	-0.6354	+0.467	-0.467	+0.0943	-0.0943
0.6799	0.6799	0.6799	1.01	1.01	1.01	0.1172	+1.401	-1.401	+0.0963	-0.0963	0.0607	+0.5238	-0.5238	+0.0228	-0.0228
0.7162	0.7162	0.7162	1.2	1.2	1.2	-1.4931	+1.6323	-1.6323	+0.1858	-0.1858	-0.5664	+0.6361	-0.6361	+0.0642	-0.0642
0.7518	0.7518	0.7518	1.44	1.44	1.44	0.5636	+1.4254	-1.4254	+0.2489	-0.2489	0.2505	+0.5879	-0.5879	+0.0978	-0.0978
0.7824	0.7824	0.7824	1.71	1.71	1.71	-0.8551	+1.3101	-1.3101	+0.2442	-0.2442	-0.3555	+0.5709	-0.5709	+0.101	-0.101
0.8117	0.8117	0.8117	2.05	2.05	2.05	0.745	+1.4472	-1.4472	+0.3629	-0.3629	0.3749	+0.6695	-0.6695	+0.1654	-0.1654
0.8369	0.8369	0.8369	2.44	2.44	2.44	-1.3632	+1.5841	-1.5841	+0.2704	-0.2704	-0.6507	+0.7767	-0.7767	+0.131	-0.131
0.86	0.86	0.86	2.92	2.92	2.92	4.0001	+1.9335	-1.9335	+1.0863	-1.0863	2.0976	+1.0076	-1.0076	+0.5745	-0.5745
0.8798	0.8798	0.8798	3.48	3.48	3.48	-1.0349	+2.8838	-2.8838	+0.631	-0.631	-0.5578	+1.598	-1.598	+0.3509	-0.3509
0.8974	0.8974	0.8974	4.16	4.16	4.16	-4.8937	+3.158	-3.158	+1.4329	-1.4329	-2.8534	+1.8564	-1.8564	+0.8496	-0.8496

