Path: /HepData/7076/d92-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.1950 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.195 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.5641	0.5641	0.5641		0.707	0.707	0.707	-1.1842	+0.9707	-0.9707	+0.188	-0.188	-0.4382	+0.3668	-0.3668	+0.0664	-0.0664
	0.6071	0.6071	0.6071		0.844	0.844	0.844	0.4376	+1.0101	-1.0101	+0.1185	-0.1185	0.1797	+0.3887	-0.3887	+0.0425	-0.0425
	0.649	0.649	0.649		1.01	1.01	1.01	-1.3498	+1.1028	-1.1028	+0.1825	-0.1825	-0.5205	+0.4363	-0.4363	+0.0672	-0.0672
	0.6872	0.6872	0.6872		1.2	1.2	1.2	-2.1033	+1.292	-1.292	+0.3118	-0.3118	-0.8478	+0.5287	-0.5287	+0.1241	-0.1241
	0.725	0.725	0.725		1.44	1.44	1.44	-0.0707	+1.1456	-1.1456	+0.1602	-0.1602	-0.0199	+0.4924	-0.4924	+0.0651	-0.0651
	0.7579	0.7579	0.7579		1.71	1.71	1.71	0.2476	+1.0952	-1.0952	+0.3046	-0.3046	0.1198	+0.4942	-0.4942	+0.136	-0.136
	0.7896	0.7896	0.7896		2.05	2.05	2.05	-0.363	+1.22	-1.22	+0.216	-0.216	-0.1619	+0.5808	-0.5808	+0.0994	-0.0994
	0.8171	0.8171	0.8171		2.44	2.44	2.44	-0.6408	+1.3105	-1.3105	+0.2636	-0.2636	-0.3103	+0.6588	-0.6588	+0.1301	-0.1301
	0.8424	0.8424	0.8424		2.92	2.92	2.92	0.2989	+1.5456	-1.5456	+0.2314	-0.2314	0.1648	+0.8219	-0.8219	+0.1223	-0.1223
	0.8643	0.8643	0.8643		3.48	3.48	3.48	-1.8993	+2.1775	-2.1775	+0.3692	-0.3692	-1.0564	+1.2279	-1.2279	+0.2096	-0.2096
	0.8839	0.8839	0.8839		4.16	4.16	4.16	1.12	+2.388	-2.388	+0.6575	-0.6575	0.6541	+1.4216	-1.4216	+0.3921	-0.3921

