Path: /HepData/7076/d124-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.3550 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.355 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.4256	0.4256	0.4256	0.707	0.707	0.707	1.5163	+0.7855	-0.7855	+0.2064	-0.2064	0.8058	+0.4035	-0.4035	+0.1064	-0.1064
0.4693	0.4693	0.4693	0.844	0.844	0.844	-1.2629	+0.8196	-0.8196	+0.1713	-0.1713	-0.6177	+0.4172	-0.4172	+0.0805	-0.0805
0.5142	0.5142	0.5142	1.01	1.01	1.01	0.7814	+0.9282	-0.9282	+0.1669	-0.1669	0.4201	+0.4717	-0.4717	+0.0789	-0.0789
0.557	0.557	0.557	1.2	1.2	1.2	0.657	+1.035	-1.035	+0.1331	-0.1331	0.3594	+0.529	-0.529	+0.0591	-0.0591
0.6014	0.6014	0.6014	1.44	1.44	1.44	0.3243	+0.7914	-0.7914	+0.1469	-0.1469	0.196	+0.4132	-0.4132	+0.0683	-0.0683
0.6418	0.6418	0.6418	1.71	1.71	1.71	1.1813	+0.7567	-0.7567	+0.1728	-0.1728	0.6535	+0.4035	-0.4035	+0.0861	-0.0861
0.6824	0.6824	0.6824	2.05	2.05	2.05	0.4686	+0.8129	-0.8129	+0.1399	-0.1399	0.2849	+0.4451	-0.4451	+0.0696	-0.0696
0.7189	0.7189	0.7189	2.44	2.44	2.44	1.328	+0.8403	-0.8403	+0.2506	-0.2506	0.7793	+0.475	-0.475	+0.1412	-0.1412
0.7537	0.7537	0.7537	2.92	2.92	2.92	2.2609	+0.9677	-0.9677	+0.2372	-0.2372	1.3544	+0.5668	-0.5668	+0.1387	-0.1387
0.7848	0.7848	0.7848	3.48	3.48	3.48	-1.9638	+1.4547	-1.4547	+0.4589	-0.4589	-1.1637	+0.8866	-0.8866	+0.2821	-0.2821
0.8134	0.8134	0.8134	4.16	4.16	4.16	2.1963	+1.5303	-1.5303	+0.3158	-0.3158	1.4145	+0.9708	-0.9708	+0.203	-0.203

