Path: /HepData/7076/d159-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.5350 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.535 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0325	0.0325	0.0325		0.0496	0.0496	0.0496	0.0833	+0.2018	-0.2018	+0.0157	-0.0157	0.0856	+0.1877	-0.1877	+0.0102	-0.0102
	0.0386	0.0386	0.0386		0.0592	0.0592	0.0592	0.1341	+0.1938	-0.1938	+0.0228	-0.0228	0.1336	+0.178	-0.178	+0.0177	-0.0177
	0.0458	0.0458	0.0458		0.0707	0.0707	0.0707	-0.176	+0.1869	-0.1869	+0.0271	-0.0271	-0.146	+0.1692	-0.1692	+0.0228	-0.0228
	0.0541	0.0541	0.0541		0.0844	0.0844	0.0844	-0.1442	+0.1793	-0.1793	+0.0183	-0.0183	-0.1148	+0.1598	-0.1598	+0.0124	-0.0124
	0.0641	0.0641	0.0641		0.101	0.101	0.101	0.0846	+0.1708	-0.1708	+0.0231	-0.0231	0.0873	+0.1493	-0.1493	+0.016	-0.016
	0.0753	0.0753	0.0753		0.12	0.12	0.12	-0.1536	+0.1711	-0.1711	+0.0206	-0.0206	-0.1196	+0.1467	-0.1467	+0.0117	-0.0117
	0.089	0.089	0.089		0.144	0.144	0.144	-0.3129	+0.175	-0.175	+0.0355	-0.0355	-0.2516	+0.1466	-0.1466	+0.0259	-0.0259
	0.1039	0.1039	0.1039		0.171	0.171	0.171	-0.3177	+0.1662	-0.1662	+0.0396	-0.0396	-0.249	+0.1359	-0.1359	+0.0285	-0.0285
	0.1221	0.1221	0.1221		0.205	0.205	0.205	0.1062	+0.0787	-0.0787	+0.0222	-0.0222	0.0958	+0.0626	-0.0626	+0.0114	-0.0114
	0.142	0.142	0.142		0.244	0.244	0.244	0.1027	+0.0773	-0.0773	+0.0246	-0.0246	0.0915	+0.0599	-0.0599	+0.0137	-0.0137
	0.1653	0.1653	0.1653		0.292	0.292	0.292	0.1425	+0.0766	-0.0766	+0.0276	-0.0276	0.1201	+0.0576	-0.0576	+0.0174	-0.0174
	0.1909	0.1909	0.1909		0.348	0.348	0.348	0.0676	+0.0779	-0.0779	+0.0247	-0.0247	0.0636	+0.0569	-0.0569	+0.0149	-0.0149
	0.22	0.22	0.22		0.416	0.416	0.416	0.01	+0.0901	-0.0901	+0.0247	-0.0247	0.0236	+0.0638	-0.0638	+0.0146	-0.0146
	0.2517	0.2517	0.2517		0.496	0.496	0.496	0.4238	+0.1022	-0.1022	+0.0501	-0.0501	0.3119	+0.0704	-0.0704	+0.0349	-0.0349

