Path: /HepData/7076/d75-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.1150 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.115 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1207	0.1207	0.1207	0.0496	0.0496	0.0496	1.0428	+1.4214	-1.4214	+0.3998	-0.3998	0.4415	+0.6984	-0.6984	+0.1843	-0.1843
0.1407	0.1407	0.1407	0.0592	0.0592	0.0592	0.0575	+0.9438	-0.9438	+0.2335	-0.2335	-0.0488	+0.433	-0.433	+0.0477	-0.0477
0.1636	0.1636	0.1636	0.0707	0.0707	0.0707	-0.0627	+0.8873	-0.8873	+0.2875	-0.2875	-0.1067	+0.38	-0.38	+0.0734	-0.0734
0.1893	0.1893	0.1893	0.0844	0.0844	0.0844	0.2059	+0.8646	-0.8646	+0.2463	-0.2463	0.0061	+0.3462	-0.3462	+0.0423	-0.0423
0.2184	0.2184	0.2184	0.101	0.101	0.101	-0.7449	+0.8356	-0.8356	+0.5211	-0.5211	-0.3508	+0.3135	-0.3135	+0.1671	-0.1671
0.2492	0.2492	0.2492	0.12	0.12	0.12	0.4096	+0.8013	-0.8013	+0.2728	-0.2728	0.0781	+0.2836	-0.2836	+0.0531	-0.0531
0.2849	0.2849	0.2849	0.144	0.144	0.144	0.2676	+0.817	-0.817	+0.3064	-0.3064	0.0289	+0.2735	-0.2735	+0.0651	-0.0651
0.3211	0.3211	0.3211	0.171	0.171	0.171	-0.7938	+0.797	-0.797	+0.5377	-0.5377	-0.3018	+0.2549	-0.2549	+0.1477	-0.1477
0.3619	0.3619	0.3619	0.205	0.205	0.205	0.5766	+0.553	-0.553	+0.2651	-0.2651	0.1401	+0.17	-0.17	+0.0481	-0.0481
0.403	0.403	0.403	0.244	0.244	0.244	0.2845	+0.4303	-0.4303	+0.3042	-0.3042	0.0487	+0.1286	-0.1286	+0.0595	-0.0595
0.4468	0.4468	0.4468	0.292	0.292	0.292	0.6197	+0.4119	-0.4119	+0.3116	-0.3116	0.1457	+0.1207	-0.1207	+0.0631	-0.0631
0.4905	0.4905	0.4905	0.348	0.348	0.348	0.0828	+0.3768	-0.3768	+0.3325	-0.3325	-0.0126	+0.1096	-0.1096	+0.0687	-0.0687
0.535	0.535	0.535	0.416	0.416	0.416	0.3165	+0.3696	-0.3696	+0.2863	-0.2863	0.0475	+0.1078	-0.1078	+0.0549	-0.0549
0.5784	0.5784	0.5784	0.496	0.496	0.496	-0.1464	+0.4149	-0.4149	+0.314	-0.314	-0.1042	+0.1228	-0.1228	+0.0637	-0.0637
0.6209	0.6209	0.6209	0.592	0.592	0.592	-0.0202	+0.4476	-0.4476	+0.2771	-0.2771	-0.0699	+0.1358	-0.1358	+0.0552	-0.0552

