Path: /HepData/7076/d155-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.5150 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.515 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0339	0.0339	0.0339		0.0496	0.0496	0.0496	-0.087	+0.2005	-0.2005	+0.0136	-0.0136	-0.0733	+0.1854	-0.1854	+0.0095	-0.0095
	0.0402	0.0402	0.0402		0.0592	0.0592	0.0592	0.0625	+0.1877	-0.1877	+0.0154	-0.0154	0.0661	+0.1713	-0.1713	+0.0094	-0.0094
	0.0476	0.0476	0.0476		0.0707	0.0707	0.0707	0.0541	+0.1839	-0.1839	+0.0166	-0.0166	0.0604	+0.1652	-0.1652	+0.01	-0.01
	0.0563	0.0563	0.0563		0.0844	0.0844	0.0844	-0.4075	+0.1779	-0.1779	+0.0388	-0.0388	-0.3472	+0.1571	-0.1571	+0.0329	-0.0329
	0.0667	0.0667	0.0667		0.101	0.101	0.101	-0.3967	+0.1702	-0.1702	+0.0342	-0.0342	-0.3306	+0.1473	-0.1473	+0.0273	-0.0273
	0.0783	0.0783	0.0783		0.12	0.12	0.12	0.1085	+0.1684	-0.1684	+0.0194	-0.0194	0.1038	+0.1427	-0.1427	+0.0097	-0.0097
	0.0925	0.0925	0.0925		0.144	0.144	0.144	0.0187	+0.1731	-0.1731	+0.0191	-0.0191	0.0259	+0.1431	-0.1431	+0.0078	-0.0078
	0.1079	0.1079	0.1079		0.171	0.171	0.171	0.3596	+0.1684	-0.1684	+0.043	-0.043	0.3006	+0.1358	-0.1358	+0.0322	-0.0322
	0.1267	0.1267	0.1267		0.205	0.205	0.205	0.0365	+0.0806	-0.0806	+0.0205	-0.0205	0.0395	+0.0632	-0.0632	+0.0085	-0.0085
	0.1472	0.1472	0.1472		0.244	0.244	0.244	0.0282	+0.0776	-0.0776	+0.0214	-0.0214	0.033	+0.0591	-0.0591	+0.0091	-0.0091
	0.1712	0.1712	0.1712		0.292	0.292	0.292	0.1295	+0.0756	-0.0756	+0.0252	-0.0252	0.108	+0.0558	-0.0558	+0.0145	-0.0145
	0.1976	0.1976	0.1976		0.348	0.348	0.348	0.1969	+0.0761	-0.0761	+0.0286	-0.0286	0.1545	+0.0545	-0.0545	+0.0183	-0.0183
	0.2274	0.2274	0.2274		0.416	0.416	0.416	0.1933	+0.0904	-0.0904	+0.03	-0.03	0.1501	+0.0628	-0.0628	+0.0206	-0.0206
	0.2598	0.2598	0.2598		0.496	0.496	0.496	0.1525	+0.0978	-0.0978	+0.0277	-0.0277	0.1221	+0.0661	-0.0661	+0.0208	-0.0208

