Path: /HepData/7076/d223-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.9650 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.965 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1918	0.1918	0.1918	0.707	0.707	0.707	0.3308	+0.3126	-0.3126	+0.0781	-0.0781	0.2946	+0.258	-0.258	+0.0619	-0.0619
0.2207	0.2207	0.2207	0.844	0.844	0.844	0.4054	+0.3269	-0.3269	+0.0784	-0.0784	0.3509	+0.2653	-0.2653	+0.0607	-0.0607
0.2532	0.2532	0.2532	1.01	1.01	1.01	0.1682	+0.3458	-0.3458	+0.0374	-0.0374	0.1579	+0.2759	-0.2759	+0.0228	-0.0228
0.2871	0.2871	0.2871	1.2	1.2	1.2	0.3371	+0.3811	-0.3811	+0.0586	-0.0586	0.2898	+0.2996	-0.2996	+0.0419	-0.0419
0.3258	0.3258	0.3258	1.44	1.44	1.44	0.3869	+0.259	-0.259	+0.0965	-0.0965	0.3342	+0.2029	-0.2029	+0.0733	-0.0733
0.3646	0.3646	0.3646	1.71	1.71	1.71	0.5603	+0.2513	-0.2513	+0.079	-0.079	0.4602	+0.1946	-0.1946	+0.0588	-0.0588
0.4076	0.4076	0.4076	2.05	2.05	2.05	-0.0771	+0.2778	-0.2778	+0.0613	-0.0613	-0.0281	+0.2132	-0.2132	+0.0446	-0.0446
0.4502	0.4502	0.4502	2.44	2.44	2.44	0.6089	+0.3037	-0.3037	+0.0664	-0.0664	0.4897	+0.232	-0.232	+0.0495	-0.0495
0.495	0.495	0.495	2.92	2.92	2.92	0.3742	+0.3291	-0.3291	+0.0666	-0.0666	0.3089	+0.2508	-0.2508	+0.0504	-0.0504
0.5387	0.5387	0.5387	3.48	3.48	3.48	0.7118	+0.4123	-0.4123	+0.086	-0.086	0.5725	+0.316	-0.316	+0.0659	-0.0659
0.5827	0.5827	0.5827	4.16	4.16	4.16	-0.5342	+0.4822	-0.4822	+0.152	-0.152	-0.3836	+0.3716	-0.3716	+0.1181	-0.1181

