Path: /HepData/7076/d105-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.2650 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.265 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0646	0.0646	0.0646		0.0496	0.0496	0.0496	0.0813	+0.3031	-0.3031	+0.035	-0.035	0.0554	+0.2338	-0.2338	+0.0157	-0.0157
	0.0761	0.0761	0.0761		0.0592	0.0592	0.0592	-0.5154	+0.2509	-0.2509	+0.0649	-0.0649	-0.3922	+0.1865	-0.1865	+0.0392	-0.0392
	0.0896	0.0896	0.0896		0.0707	0.0707	0.0707	-0.4091	+0.2442	-0.2442	+0.073	-0.073	-0.3033	+0.1744	-0.1744	+0.0423	-0.0423
	0.1051	0.1051	0.1051		0.0844	0.0844	0.0844	-0.0801	+0.2319	-0.2319	+0.054	-0.054	-0.0633	+0.1586	-0.1586	+0.0246	-0.0246
	0.1232	0.1232	0.1232		0.101	0.101	0.101	-0.0208	+0.2244	-0.2244	+0.043	-0.043	-0.0179	+0.1466	-0.1466	+0.0128	-0.0128
	0.1431	0.1431	0.1431		0.12	0.12	0.12	-0.2993	+0.2281	-0.2281	+0.0598	-0.0598	-0.1867	+0.1424	-0.1424	+0.0278	-0.0278
	0.167	0.167	0.167		0.144	0.144	0.144	-0.1569	+0.2302	-0.2302	+0.0457	-0.0457	-0.0886	+0.1368	-0.1368	+0.0166	-0.0166
	0.1922	0.1922	0.1922		0.171	0.171	0.171	-0.7515	+0.2316	-0.2316	+0.1413	-0.1413	-0.422	+0.1314	-0.1314	+0.0762	-0.0762
	0.222	0.222	0.222		0.205	0.205	0.205	-0.4597	+0.1422	-0.1422	+0.0956	-0.0956	-0.2445	+0.077	-0.077	+0.0467	-0.0467
	0.2535	0.2535	0.2535		0.244	0.244	0.244	-0.4974	+0.1211	-0.1211	+0.1115	-0.1115	-0.2538	+0.0628	-0.0628	+0.0532	-0.0532
	0.289	0.289	0.289		0.292	0.292	0.292	-0.3289	+0.1221	-0.1221	+0.0844	-0.0844	-0.1598	+0.0608	-0.0608	+0.0361	-0.0361
	0.3263	0.3263	0.3263		0.348	0.348	0.348	-0.2111	+0.1181	-0.1181	+0.0569	-0.0569	-0.0974	+0.0568	-0.0568	+0.0207	-0.0207
	0.3667	0.3667	0.3667		0.416	0.416	0.416	-0.3775	+0.1107	-0.1107	+0.0762	-0.0762	-0.1734	+0.0517	-0.0517	+0.0314	-0.0314
	0.4084	0.4084	0.4084		0.496	0.496	0.496	-0.48	+0.1289	-0.1289	+0.0851	-0.0851	-0.219	+0.059	-0.059	+0.0356	-0.0356
	0.4517	0.4517	0.4517		0.592	0.592	0.592	-0.5942	+0.135	-0.135	+0.0874	-0.0874	-0.265	+0.0609	-0.0609	+0.0369	-0.0369

