Path: /HepData/7076/d5-x1-y1
A1 and g1/F1 for the P target at incident energy 1.6000 GeV and W = 1.2100 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- P --> E- X
W : 1.21 GeV
sqrts : 1.21 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0785	0.0785	0.0785	0.0496	0.0496	0.0496	-0.3349	+0.1235	-0.1235	+0.1016	-0.1016	-0.2622	+0.086	-0.086	+0.0623	-0.0623
0.0923	0.0923	0.0923	0.0592	0.0592	0.0592	-0.2695	+0.0945	-0.0945	+0.0965	-0.0965	-0.2142	+0.0628	-0.0628	+0.0538	-0.0538
0.1083	0.1083	0.1083	0.0707	0.0707	0.0707	-0.6172	+0.0976	-0.0976	+0.0929	-0.0929	-0.4328	+0.0617	-0.0617	+0.0371	-0.0371
0.1266	0.1266	0.1266	0.0844	0.0844	0.0844	-0.4414	+0.0896	-0.0896	+0.0881	-0.0881	-0.3077	+0.0538	-0.0538	+0.0299	-0.0299
0.1478	0.1478	0.1478	0.101	0.101	0.101	-0.2414	+0.0902	-0.0902	+0.0832	-0.0832	-0.1788	+0.0513	-0.0513	+0.025	-0.025
0.1708	0.1708	0.1708	0.12	0.12	0.12	-0.3655	+0.0919	-0.0919	+0.089	-0.089	-0.2375	+0.0496	-0.0496	+0.0234	-0.0234
0.1982	0.1982	0.1982	0.144	0.144	0.144	-0.4849	+0.0952	-0.0952	+0.1007	-0.1007	-0.2865	+0.0486	-0.0486	+0.022	-0.022
0.227	0.227	0.227	0.171	0.171	0.171	-0.5902	+0.0897	-0.0897	+0.1195	-0.1195	-0.3245	+0.0436	-0.0436	+0.0221	-0.0221
0.2604	0.2604	0.2604	0.205	0.205	0.205	-0.4588	+0.0601	-0.0601	+0.1137	-0.1137	-0.2487	+0.0278	-0.0278	+0.0205	-0.0205
0.2953	0.2953	0.2953	0.244	0.244	0.244	-0.5233	+0.0511	-0.0511	+0.1329	-0.1329	-0.2668	+0.0227	-0.0227	+0.0204	-0.0204
0.334	0.334	0.334	0.292	0.292	0.292	-0.5162	+0.0466	-0.0466	+0.1425	-0.1425	-0.2532	+0.0199	-0.0199	+0.0205	-0.0205
0.374	0.374	0.374	0.348	0.348	0.348	-0.3558	+0.047	-0.047	+0.105	-0.105	-0.1778	+0.0195	-0.0195	+0.0186	-0.0186
0.4167	0.4167	0.4167	0.416	0.416	0.416	-0.466	+0.044	-0.044	+0.1121	-0.1121	-0.2169	+0.0179	-0.0179	+0.0212	-0.0212
0.46	0.46	0.46	0.496	0.496	0.496	-0.3457	+0.0402	-0.0402	+0.0867	-0.0867	-0.1634	+0.0161	-0.0161	+0.0215	-0.0215
0.5041	0.5041	0.5041	0.592	0.592	0.592	-0.4323	+0.0459	-0.0459	+0.087	-0.087	-0.1946	+0.0183	-0.0183	+0.026	-0.026

