Path: /HepData/7076/d180-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.6350 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.635 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.283	0.283	0.283	0.707	0.707	0.707	-0.2224	+0.437	-0.437	+0.0472	-0.0472	-0.1293	+0.3052	-0.3052	+0.0195	-0.0195
0.3202	0.3202	0.3202	0.844	0.844	0.844	0.7979	+0.4653	-0.4653	+0.1046	-0.1046	0.5731	+0.3183	-0.3183	+0.066	-0.066
0.3605	0.3605	0.3605	1.01	1.01	1.01	-0.4585	+0.511	-0.511	+0.1191	-0.1191	-0.2794	+0.3435	-0.3435	+0.0747	-0.0747
0.4011	0.4011	0.4011	1.2	1.2	1.2	0.4532	+0.5686	-0.5686	+0.0746	-0.0746	0.3297	+0.3772	-0.3772	+0.0403	-0.0403
0.4456	0.4456	0.4456	1.44	1.44	1.44	-0.1341	+0.4017	-0.4017	+0.0742	-0.0742	-0.0561	+0.2664	-0.2664	+0.04	-0.04
0.4884	0.4884	0.4884	1.71	1.71	1.71	0.5447	+0.4069	-0.4069	+0.0935	-0.0935	0.3891	+0.2691	-0.2691	+0.0553	-0.0553
0.5336	0.5336	0.5336	2.05	2.05	2.05	0.0181	+0.4191	-0.4191	+0.1471	-0.1471	0.0494	+0.2775	-0.2775	+0.0942	-0.0942
0.5766	0.5766	0.5766	2.44	2.44	2.44	-0.1113	+0.4656	-0.4656	+0.0893	-0.0893	-0.0437	+0.3104	-0.3104	+0.0561	-0.0561
0.6198	0.6198	0.6198	2.92	2.92	2.92	0.4167	+0.5149	-0.5149	+0.0953	-0.0953	0.3061	+0.3471	-0.3471	+0.0625	-0.0625
0.6602	0.6602	0.6602	3.48	3.48	3.48	0.9862	+0.6521	-0.6521	+0.1564	-0.1564	0.7021	+0.4483	-0.4483	+0.1083	-0.1083
0.699	0.699	0.699	4.16	4.16	4.16	1.2105	+0.7117	-0.7117	+0.2076	-0.2076	0.8735	+0.4992	-0.4992	+0.1471	-0.1471

