Path: /HepData/7076/d3-x1-y1
A1 and g1/F1 for the P target at incident energy 1.6000 GeV and W = 1.1700 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- P --> E- X
W : 1.17 GeV
sqrts : 1.17 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0924	0.0924	0.0924	0.0496	0.0496	0.0496	-0.2476	+0.2445	-0.2445	+0.1487	-0.1487	-0.2005	+0.1525	-0.1525	+0.0753	-0.0753
0.1084	0.1084	0.1084	0.0592	0.0592	0.0592	-0.3001	+0.1632	-0.1632	+0.153	-0.153	-0.2314	+0.0963	-0.0963	+0.0704	-0.0704
0.1267	0.1267	0.1267	0.0707	0.0707	0.0707	-0.378	+0.1882	-0.1882	+0.1515	-0.1515	-0.2745	+0.1048	-0.1048	+0.0544	-0.0544
0.1477	0.1477	0.1477	0.0844	0.0844	0.0844	-0.448	+0.165	-0.165	+0.1505	-0.1505	-0.2986	+0.0866	-0.0866	+0.051	-0.051
0.1717	0.1717	0.1717	0.101	0.101	0.101	-0.0984	+0.161	-0.161	+0.1451	-0.1451	-0.1096	+0.0796	-0.0796	+0.0459	-0.0459
0.1976	0.1976	0.1976	0.12	0.12	0.12	-0.3647	+0.1634	-0.1634	+0.1444	-0.1444	-0.2294	+0.0763	-0.0763	+0.0424	-0.0424
0.2281	0.2281	0.2281	0.144	0.144	0.144	-0.2889	+0.168	-0.168	+0.1407	-0.1407	-0.1843	+0.0741	-0.0741	+0.0384	-0.0384
0.2598	0.2598	0.2598	0.171	0.171	0.171	-0.2802	+0.1612	-0.1612	+0.1386	-0.1386	-0.1724	+0.0676	-0.0676	+0.0362	-0.0362
0.2962	0.2962	0.2962	0.205	0.205	0.205	-0.4535	+0.1153	-0.1153	+0.1419	-0.1419	-0.2342	+0.0461	-0.0461	+0.0353	-0.0353
0.3337	0.3337	0.3337	0.244	0.244	0.244	-0.3099	+0.1003	-0.1003	+0.1341	-0.1341	-0.1707	+0.0386	-0.0386	+0.0333	-0.0333
0.3748	0.3748	0.3748	0.292	0.292	0.292	-0.2883	+0.0879	-0.0879	+0.1291	-0.1291	-0.1577	+0.0327	-0.0327	+0.0317	-0.0317
0.4167	0.4167	0.4167	0.348	0.348	0.348	-0.3919	+0.086	-0.086	+0.1277	-0.1277	-0.192	+0.0312	-0.0312	+0.0301	-0.0301
0.4606	0.4606	0.4606	0.416	0.416	0.416	-0.2216	+0.0839	-0.0839	+0.113	-0.113	-0.1276	+0.0301	-0.0301	+0.0302	-0.0302
0.5045	0.5045	0.5045	0.496	0.496	0.496	-0.3019	+0.0755	-0.0755	+0.1064	-0.1064	-0.154	+0.027	-0.027	+0.0297	-0.0297
0.5486	0.5486	0.5486	0.592	0.592	0.592	-0.1598	+0.0834	-0.0834	+0.0951	-0.0951	-0.1002	+0.0299	-0.0299	+0.0303	-0.0303

