Path: /HepData/7076/d184-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.6550 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.655 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.2757	0.2757	0.2757	0.707	0.707	0.707	-0.3374	+0.4237	-0.4237	+0.0551	-0.0551	-0.2155	+0.3003	-0.3003	+0.0296	-0.0296
0.3124	0.3124	0.3124	0.844	0.844	0.844	-0.0103	+0.453	-0.453	+0.0444	-0.0444	0.0176	+0.3145	-0.3145	+0.0151	-0.0151
0.3522	0.3522	0.3522	1.01	1.01	1.01	-0.1743	+0.4994	-0.4994	+0.0596	-0.0596	-0.093	+0.3405	-0.3405	+0.0297	-0.0297
0.3925	0.3925	0.3925	1.2	1.2	1.2	0.1101	+0.5615	-0.5615	+0.0556	-0.0556	0.1012	+0.3776	-0.3776	+0.0253	-0.0253
0.4367	0.4367	0.4367	1.44	1.44	1.44	1.3439	+0.3914	-0.3914	+0.1592	-0.1592	0.9352	+0.2631	-0.2631	+0.1038	-0.1038
0.4794	0.4794	0.4794	1.71	1.71	1.71	0.2532	+0.3967	-0.3967	+0.0741	-0.0741	0.2033	+0.2656	-0.2656	+0.0418	-0.0418
0.5247	0.5247	0.5247	2.05	2.05	2.05	-0.0853	+0.4089	-0.4089	+0.0638	-0.0638	-0.0243	+0.2739	-0.2739	+0.036	-0.036
0.5678	0.5678	0.5678	2.44	2.44	2.44	0.3758	+0.4604	-0.4604	+0.0707	-0.0707	0.2817	+0.3099	-0.3099	+0.0442	-0.0442
0.6112	0.6112	0.6112	2.92	2.92	2.92	0.6745	+0.5086	-0.5086	+0.174	-0.174	0.4848	+0.3458	-0.3458	+0.1182	-0.1182
0.652	0.652	0.652	3.48	3.48	3.48	1.25	+0.6353	-0.6353	+0.2093	-0.2093	0.8934	+0.4398	-0.4398	+0.1463	-0.1463
0.6913	0.6913	0.6913	4.16	4.16	4.16	0.609	+0.6835	-0.6835	+0.259	-0.259	0.4567	+0.4823	-0.4823	+0.1841	-0.1841

