Path: /HepData/7076/d165-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.5650 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.565 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0307	0.0307	0.0307		0.0496	0.0496	0.0496	-0.062	+0.2056	-0.2056	+0.0123	-0.0123	-0.0475	+0.1927	-0.1927	+0.0093	-0.0093
	0.0364	0.0364	0.0364		0.0592	0.0592	0.0592	-0.0283	+0.2005	-0.2005	+0.0114	-0.0114	-0.0126	+0.1858	-0.1858	+0.0066	-0.0066
	0.0432	0.0432	0.0432		0.0707	0.0707	0.0707	0.009	+0.1982	-0.1982	+0.0114	-0.0114	0.0256	+0.1813	-0.1813	+0.0052	-0.0052
	0.0511	0.0511	0.0511		0.0844	0.0844	0.0844	0.1674	+0.1885	-0.1885	+0.0309	-0.0309	0.1681	+0.17	-0.17	+0.026	-0.026
	0.0605	0.0605	0.0605		0.101	0.101	0.101	0.095	+0.1828	-0.1828	+0.0222	-0.0222	0.1001	+0.1621	-0.1621	+0.0168	-0.0168
	0.0711	0.0711	0.0711		0.12	0.12	0.12	0.1465	+0.1887	-0.1887	+0.0403	-0.0403	0.1418	+0.1643	-0.1643	+0.0334	-0.0334
	0.0841	0.0841	0.0841		0.144	0.144	0.144	0.2003	+0.1846	-0.1846	+0.0276	-0.0276	0.1829	+0.1573	-0.1573	+0.021	-0.021
	0.0984	0.0984	0.0984		0.171	0.171	0.171	-0.089	+0.1768	-0.1768	+0.02	-0.02	-0.0615	+0.1474	-0.1474	+0.0116	-0.0116
	0.1157	0.1157	0.1157		0.205	0.205	0.205	0.0923	+0.0838	-0.0838	+0.0248	-0.0248	0.0884	+0.0681	-0.0681	+0.0175	-0.0175
	0.1347	0.1347	0.1347		0.244	0.244	0.244	-0.0103	+0.0764	-0.0764	+0.0251	-0.0251	0.006	+0.0605	-0.0605	+0.0168	-0.0168
	0.157	0.157	0.157		0.292	0.292	0.292	0.0531	+0.078	-0.078	+0.0235	-0.0235	0.0563	+0.0601	-0.0601	+0.016	-0.016
	0.1817	0.1817	0.1817		0.348	0.348	0.348	0.2162	+0.0858	-0.0858	+0.0343	-0.0343	0.1793	+0.0643	-0.0643	+0.0256	-0.0256
	0.2097	0.2097	0.2097		0.416	0.416	0.416	0.3622	+0.0927	-0.0927	+0.0475	-0.0475	0.2841	+0.0675	-0.0675	+0.0351	-0.0351
	0.2404	0.2404	0.2404		0.496	0.496	0.496	0.2378	+0.112	-0.112	+0.0371	-0.0371	0.193	+0.0794	-0.0794	+0.0273	-0.0273

