Path: /HepData/7076/d119-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.3350 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.335 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0522	0.0522	0.0522		0.0496	0.0496	0.0496	-0.3152	+0.3115	-0.3115	+0.0401	-0.0401	-0.2739	+0.2609	-0.2609	+0.0287	-0.0287
	0.0617	0.0617	0.0617		0.0592	0.0592	0.0592	-0.3269	+0.2797	-0.2797	+0.0413	-0.0413	-0.2786	+0.228	-0.228	+0.0272	-0.0272
	0.0728	0.0728	0.0728		0.0707	0.0707	0.0707	0.1401	+0.2772	-0.2772	+0.0301	-0.0301	0.0955	+0.2192	-0.2192	+0.0169	-0.0169
	0.0857	0.0857	0.0857		0.0844	0.0844	0.0844	0.4538	+0.2643	-0.2643	+0.069	-0.069	0.3301	+0.2023	-0.2023	+0.0512	-0.0512
	0.1008	0.1008	0.1008		0.101	0.101	0.101	-0.0118	+0.2564	-0.2564	+0.0343	-0.0343	-0.0274	+0.1892	-0.1892	+0.0128	-0.0128
	0.1176	0.1176	0.1176		0.12	0.12	0.12	-0.2617	+0.2598	-0.2598	+0.0521	-0.0521	-0.2032	+0.1848	-0.1848	+0.0282	-0.0282
	0.1379	0.1379	0.1379		0.144	0.144	0.144	0.0273	+0.2602	-0.2602	+0.0937	-0.0937	0.0047	+0.1775	-0.1775	+0.0612	-0.0612
	0.1596	0.1596	0.1596		0.171	0.171	0.171	-0.0754	+0.2639	-0.2639	+0.0401	-0.0401	-0.0557	+0.173	-0.173	+0.0171	-0.0171
	0.1854	0.1854	0.1854		0.205	0.205	0.205	-0.0713	+0.1556	-0.1556	+0.0386	-0.0386	-0.0442	+0.0978	-0.0978	+0.0163	-0.0163
	0.2132	0.2132	0.2132		0.244	0.244	0.244	-0.1045	+0.1275	-0.1275	+0.0414	-0.0414	-0.061	+0.0769	-0.0769	+0.0182	-0.0182
	0.2449	0.2449	0.2449		0.292	0.292	0.292	-0.1077	+0.1344	-0.1344	+0.0423	-0.0423	-0.0598	+0.078	-0.078	+0.0189	-0.0189
	0.2787	0.2787	0.2787		0.348	0.348	0.348	-0.0354	+0.1314	-0.1314	+0.0372	-0.0372	-0.018	+0.0735	-0.0735	+0.0181	-0.0181
	0.316	0.316	0.316		0.416	0.416	0.416	-0.0355	+0.1269	-0.1269	+0.0345	-0.0345	-0.0139	+0.0687	-0.0687	+0.019	-0.019
	0.3552	0.3552	0.3552		0.496	0.496	0.496	0.1349	+0.138	-0.138	+0.0331	-0.0331	0.0839	+0.0727	-0.0727	+0.024	-0.024
	0.3966	0.3966	0.3966		0.592	0.592	0.592	-0.0327	+0.1587	-0.1587	+0.0278	-0.0278	0.002	+0.0819	-0.0819	+0.02	-0.02

