Path: /HepData/7076/d49-x1-y1
A1 and g1/F1 for the P target at incident energy 5.7000 GeV and W = 2.1750 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- P --> E- X
W : 2.175 GeV
sqrts : 2.175 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.1552	0.1552	0.1552		0.707	0.707	0.707	0.229	+0.0417	-0.0417	+0.0228	-0.0228	0.2342	+0.0373	-0.0373	+0.0183	-0.0183
	0.1798	0.1798	0.1798		0.844	0.844	0.844	0.2893	+0.0446	-0.0446	+0.0255	-0.0255	0.2867	+0.0393	-0.0393	+0.0206	-0.0206
	0.2079	0.2079	0.2079		1.01	1.01	1.01	0.233	+0.0439	-0.0439	+0.0278	-0.0278	0.2359	+0.0382	-0.0382	+0.0227	-0.0227
	0.2377	0.2377	0.2377		1.2	1.2	1.2	0.2832	+0.0492	-0.0492	+0.0375	-0.0375	0.2776	+0.0422	-0.0422	+0.033	-0.033
	0.2723	0.2723	0.2723		1.44	1.44	1.44	0.35	+0.0452	-0.0452	+0.0377	-0.0377	0.332	+0.0383	-0.0383	+0.0326	-0.0326
	0.3076	0.3076	0.3076		1.71	1.71	1.71	0.3208	+0.0421	-0.0421	+0.0399	-0.0399	0.3046	+0.0352	-0.0352	+0.0343	-0.0343
	0.3475	0.3475	0.3475		2.05	2.05	2.05	0.4739	+0.048	-0.048	+0.0457	-0.0457	0.4281	+0.0398	-0.0398	+0.0397	-0.0397
	0.388	0.388	0.388		2.44	2.44	2.44	0.4815	+0.0516	-0.0516	+0.0494	-0.0494	0.4296	+0.0424	-0.0424	+0.0427	-0.0427
	0.4314	0.4314	0.4314		2.92	2.92	2.92	0.5563	+0.0497	-0.0497	+0.0508	-0.0508	0.4863	+0.0406	-0.0406	+0.0437	-0.0437
	0.4748	0.4748	0.4748		3.48	3.48	3.48	0.5336	+0.0593	-0.0593	+0.059	-0.059	0.4639	+0.0483	-0.0483	+0.0509	-0.0509
	0.5194	0.5194	0.5194		4.16	4.16	4.16	0.4959	+0.0948	-0.0948	+0.0475	-0.0475	0.4307	+0.0772	-0.0772	+0.0411	-0.0411

