Path: /HepData/7076/d1-x1-y1
A1 and g1/F1 for the P target at incident energy 1.6000 GeV and W = 1.1300 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- P --> E- X
W : 1.13 GeV
sqrts : 1.13 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.1115	0.1115	0.1115		0.0496	0.0496	0.0496	0.0526	+0.7281	-0.7281	+0.3039	-0.3039	-0.058	+0.3877	-0.3877	+0.1329	-0.1329
	0.1303	0.1303	0.1303		0.0592	0.0592	0.0592	0.7365	+0.4207	-0.4207	+0.3264	-0.3264	0.2718	+0.2099	-0.2099	+0.1562	-0.1562
	0.1518	0.1518	0.1518		0.0707	0.0707	0.0707	-0.364	+0.4315	-0.4315	+0.3683	-0.3683	-0.277	+0.2016	-0.2016	+0.1455	-0.1455
	0.176	0.176	0.176		0.0844	0.0844	0.0844	0.511	+0.452	-0.452	+0.3578	-0.3578	0.1184	+0.1978	-0.1978	+0.1326	-0.1326
	0.2036	0.2036	0.2036		0.101	0.101	0.101	0.1228	+0.4061	-0.4061	+0.3653	-0.3653	-0.0509	+0.1667	-0.1667	+0.1166	-0.1166
	0.2329	0.2329	0.2329		0.12	0.12	0.12	0.7889	+0.4061	-0.4061	+0.3593	-0.3593	0.207	+0.1572	-0.1572	+0.1352	-0.1352
	0.2671	0.2671	0.2671		0.144	0.144	0.144	0.2673	+0.3891	-0.3891	+0.3705	-0.3705	0.0028	+0.1422	-0.1422	+0.1074	-0.1074
	0.302	0.302	0.302		0.171	0.171	0.171	-0.1143	+0.3792	-0.3792	+0.3842	-0.3842	-0.132	+0.1321	-0.1321	+0.1018	-0.1018
	0.3416	0.3416	0.3416		0.205	0.205	0.205	0.1313	+0.3056	-0.3056	+0.3796	-0.3796	-0.0456	+0.102	-0.102	+0.0974	-0.0974
	0.3817	0.3817	0.3817		0.244	0.244	0.244	-0.184	+0.2448	-0.2448	+0.3835	-0.3835	-0.1469	+0.0791	-0.0791	+0.0926	-0.0926
	0.4249	0.4249	0.4249		0.292	0.292	0.292	-0.0313	+0.232	-0.232	+0.3904	-0.3904	-0.0958	+0.0732	-0.0732	+0.0899	-0.0899
	0.4683	0.4683	0.4683		0.348	0.348	0.348	0.5345	+0.2261	-0.2261	+0.3674	-0.3674	0.0812	+0.0704	-0.0704	+0.1066	-0.1066
	0.5128	0.5128	0.5128		0.416	0.416	0.416	0.3091	+0.2385	-0.2385	+0.3334	-0.3334	0.0096	+0.0741	-0.0741	+0.0846	-0.0846
	0.5566	0.5566	0.5566		0.496	0.496	0.496	0.1881	+0.2084	-0.2084	+0.3133	-0.3133	-0.0302	+0.0653	-0.0653	+0.0777	-0.0777
	0.5997	0.5997	0.5997		0.592	0.592	0.592	0.0223	+0.2068	-0.2068	+0.2939	-0.2939	-0.0846	+0.066	-0.066	+0.0768	-0.0768

