Path: /HepData/7076/d99-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.2350 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.235 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.0716	0.0716	0.0716		0.0496	0.0496	0.0496	-0.2202	+0.2713	-0.2713	+0.0445	-0.0445	-0.1749	+0.1989	-0.1989	+0.0216	-0.0216
	0.0842	0.0842	0.0842		0.0592	0.0592	0.0592	-0.1499	+0.2398	-0.2398	+0.0444	-0.0444	-0.1212	+0.1685	-0.1685	+0.018	-0.018
	0.099	0.099	0.099		0.0707	0.0707	0.0707	-0.1259	+0.2229	-0.2229	+0.047	-0.047	-0.1029	+0.1497	-0.1497	+0.0171	-0.0171
	0.1159	0.1159	0.1159		0.0844	0.0844	0.0844	-0.4618	+0.2219	-0.2219	+0.0728	-0.0728	-0.3119	+0.1421	-0.1421	+0.0383	-0.0383
	0.1357	0.1357	0.1357		0.101	0.101	0.101	-0.5019	+0.2159	-0.2159	+0.0841	-0.0841	-0.3192	+0.1315	-0.1315	+0.0443	-0.0443
	0.1572	0.1572	0.1572		0.12	0.12	0.12	-0.238	+0.2204	-0.2204	+0.0542	-0.0542	-0.143	+0.1277	-0.1277	+0.0217	-0.0217
	0.1829	0.1829	0.1829		0.144	0.144	0.144	-0.3211	+0.2259	-0.2259	+0.0629	-0.0629	-0.173	+0.1242	-0.1242	+0.0284	-0.0284
	0.2099	0.2099	0.2099		0.171	0.171	0.171	-0.695	+0.2248	-0.2248	+0.1207	-0.1207	-0.3607	+0.1177	-0.1177	+0.0595	-0.0595
	0.2416	0.2416	0.2416		0.205	0.205	0.205	-0.5614	+0.1426	-0.1426	+0.1134	-0.1134	-0.2769	+0.0712	-0.0712	+0.0525	-0.0525
	0.2749	0.2749	0.2749		0.244	0.244	0.244	-0.45	+0.1202	-0.1202	+0.1002	-0.1002	-0.2121	+0.0574	-0.0574	+0.0431	-0.0431
	0.3121	0.3121	0.3121		0.292	0.292	0.292	-0.4567	+0.1188	-0.1188	+0.1116	-0.1116	-0.2069	+0.0546	-0.0546	+0.0465	-0.0465
	0.351	0.351	0.351		0.348	0.348	0.348	-0.62	+0.1147	-0.1147	+0.1325	-0.1325	-0.2726	+0.051	-0.051	+0.0552	-0.0552
	0.3926	0.3926	0.3926		0.416	0.416	0.416	-0.557	+0.1147	-0.1147	+0.1065	-0.1065	-0.2393	+0.0497	-0.0497	+0.0427	-0.0427
	0.4353	0.4353	0.4353		0.496	0.496	0.496	-0.3003	+0.12	-0.12	+0.0581	-0.0581	-0.1279	+0.0511	-0.0511	+0.0196	-0.0196
	0.4792	0.4792	0.4792		0.592	0.592	0.592	-0.5004	+0.1384	-0.1384	+0.0745	-0.0745	-0.2078	+0.0585	-0.0585	+0.0277	-0.0277

