Path: /HepData/7076/d114-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.3050 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.305 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.4626	0.4626	0.4626	0.707	0.707	0.707	0.7731	+0.8108	-0.8108	+0.1829	-0.1829	0.381	+0.3834	-0.3834	+0.0855	-0.0855
0.5068	0.5068	0.5068	0.844	0.844	0.844	-0.2679	+0.822	-0.822	+0.1384	-0.1384	-0.1105	+0.3876	-0.3876	+0.0604	-0.0604
0.5515	0.5515	0.5515	1.01	1.01	1.01	1.0904	+0.912	-0.912	+0.171	-0.171	0.5338	+0.4323	-0.4323	+0.0789	-0.0789
0.5937	0.5937	0.5937	1.2	1.2	1.2	-0.2448	+1.0537	-1.0537	+0.082	-0.082	-0.0999	+0.5058	-0.5058	+0.0278	-0.0278
0.6368	0.6368	0.6368	1.44	1.44	1.44	-1.8156	+0.8458	-0.8458	+0.2063	-0.2063	-0.8847	+0.4176	-0.4176	+0.0968	-0.0968
0.6755	0.6755	0.6755	1.71	1.71	1.71	0.8203	+0.7981	-0.7981	+0.1633	-0.1633	0.4374	+0.4054	-0.4054	+0.0782	-0.0782
0.714	0.714	0.714	2.05	2.05	2.05	-0.6684	+0.8768	-0.8768	+0.2516	-0.2516	-0.3362	+0.4604	-0.4604	+0.13	-0.13
0.7482	0.7482	0.7482	2.44	2.44	2.44	0.3547	+0.9601	-0.9601	+0.2227	-0.2227	0.1938	+0.5233	-0.5233	+0.119	-0.119
0.7805	0.7805	0.7805	2.92	2.92	2.92	-1.0011	+1.0987	-1.0987	+0.1637	-0.1637	-0.5469	+0.6243	-0.6243	+0.0919	-0.0919
0.8091	0.8091	0.8091	3.48	3.48	3.48	-0.4062	+1.5583	-1.5583	+0.3331	-0.3331	-0.2292	+0.9277	-0.9277	+0.1986	-0.1986
0.8351	0.8351	0.8351	4.16	4.16	4.16	-0.0964	+1.7694	-1.7694	+0.3199	-0.3199	-0.0299	+1.1012	-1.1012	+0.198	-0.198

