Path: /HepData/7076/d71-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.0950 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.095 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.1352	0.1352	0.1352		0.0496	0.0496	0.0496	0.8676	+2.3378	-2.3378	+0.366	-0.366	0.2568	+1.0167	-1.0167	+0.1248	-0.1248
	0.1572	0.1572	0.1572		0.0592	0.0592	0.0592	-0.1629	+1.4463	-1.4463	+0.6397	-0.6397	-0.191	+0.5849	-0.5849	+0.2008	-0.2008
	0.1822	0.1822	0.1822		0.0707	0.0707	0.0707	1.287	+1.3034	-1.3034	+0.5948	-0.5948	0.3544	+0.4907	-0.4907	+0.2127	-0.2127
	0.2101	0.2101	0.2101		0.0844	0.0844	0.0844	1.2776	+1.2682	-1.2682	+0.5051	-0.5051	0.3237	+0.4458	-0.4458	+0.1617	-0.1617
	0.2415	0.2415	0.2415		0.101	0.101	0.101	2.0545	+1.2324	-1.2324	+0.9518	-0.9518	0.5578	+0.406	-0.406	+0.3209	-0.3209
	0.2744	0.2744	0.2744		0.12	0.12	0.12	0.0061	+1.1687	-1.1687	+0.7916	-0.7916	-0.1116	+0.3637	-0.3637	+0.2011	-0.2011
	0.3122	0.3122	0.3122		0.144	0.144	0.144	-0.6331	+1.1354	-1.1354	+1.2312	-1.2312	-0.2946	+0.3353	-0.3353	+0.3275	-0.3275
	0.3502	0.3502	0.3502		0.171	0.171	0.171	-0.0898	+1.0879	-1.0879	+0.9281	-0.9281	-0.1284	+0.3082	-0.3082	+0.2254	-0.2254
	0.3925	0.3925	0.3925		0.205	0.205	0.205	0.4636	+0.7568	-0.7568	+0.6044	-0.6044	0.0281	+0.2073	-0.2073	+0.1235	-0.1235
	0.4347	0.4347	0.4347		0.244	0.244	0.244	0.7164	+0.5936	-0.5936	+0.5158	-0.5158	0.0948	+0.1591	-0.1591	+0.0952	-0.0952
	0.4792	0.4792	0.4792		0.292	0.292	0.292	0.2264	+0.5342	-0.5342	+0.783	-0.783	-0.0364	+0.1416	-0.1416	+0.1701	-0.1701
	0.5231	0.5231	0.5231		0.348	0.348	0.348	1.0074	+0.4889	-0.4889	+0.4284	-0.4284	0.1698	+0.1296	-0.1296	+0.0758	-0.0758
	0.5673	0.5673	0.5673		0.416	0.416	0.416	0.6049	+0.4913	-0.4913	+0.5245	-0.5245	0.0605	+0.1318	-0.1318	+0.1026	-0.1026
	0.6099	0.6099	0.6099		0.496	0.496	0.496	-0.4016	+0.5644	-0.5644	+0.8402	-0.8402	-0.222	+0.1549	-0.1549	+0.1934	-0.1934
	0.651	0.651	0.651		0.592	0.592	0.592	0.9249	+0.5288	-0.5288	+0.3182	-0.3182	0.1417	+0.15	-0.15	+0.0694	-0.0694

