Path: /HepData/7076/d112-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.2950 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.295 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.4706	0.4706	0.4706	0.707	0.707	0.707	-0.337	+0.8107	-0.8107	+0.1625	-0.1625	-0.1451	+0.3766	-0.3766	+0.0716	-0.0716
0.5149	0.5149	0.5149	0.844	0.844	0.844	-0.9192	+0.8211	-0.8211	+0.1666	-0.1666	-0.412	+0.3808	-0.3808	+0.0721	-0.0721
0.5595	0.5595	0.5595	1.01	1.01	1.01	0.3625	+0.9185	-0.9185	+0.0756	-0.0756	0.1847	+0.429	-0.429	+0.0273	-0.0273
0.6014	0.6014	0.6014	1.2	1.2	1.2	0.3522	+1.0419	-1.0419	+0.1156	-0.1156	0.1824	+0.4935	-0.4935	+0.0491	-0.0491
0.6442	0.6442	0.6442	1.44	1.44	1.44	-1.5674	+0.8461	-0.8461	+0.2043	-0.2043	-0.749	+0.4129	-0.4129	+0.0955	-0.0955
0.6826	0.6826	0.6826	1.71	1.71	1.71	1.2139	+0.8008	-0.8008	+0.2097	-0.2097	0.6188	+0.4027	-0.4027	+0.1026	-0.1026
0.7205	0.7205	0.7205	2.05	2.05	2.05	-1.0268	+0.8979	-0.8979	+0.2263	-0.2263	-0.5152	+0.4677	-0.4677	+0.1153	-0.1153
0.7542	0.7542	0.7542	2.44	2.44	2.44	0.0373	+0.9903	-0.9903	+0.1181	-0.1181	0.0392	+0.5359	-0.5359	+0.0609	-0.0609
0.7859	0.7859	0.7859	2.92	2.92	2.92	1.4327	+1.1277	-1.1277	+0.2458	-0.2458	0.8259	+0.637	-0.637	+0.1396	-0.1396
0.814	0.814	0.814	3.48	3.48	3.48	1.5599	+1.6201	-1.6201	+0.3398	-0.3398	0.9321	+0.9585	-0.9585	+0.2028	-0.2028
0.8395	0.8395	0.8395	4.16	4.16	4.16	-1.8078	+1.7775	-1.7775	+0.363	-0.363	-1.0983	+1.1016	-1.1016	+0.2269	-0.2269

