Path: /HepData/7076/d113-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.3050 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.305 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.057	0.057	0.057		0.0496	0.0496	0.0496	-0.1785	+0.3279	-0.3279	+0.0438	-0.0438	-0.1574	+0.2664	-0.2664	+0.0294	-0.0294
	0.0672	0.0672	0.0672		0.0592	0.0592	0.0592	-0.5366	+0.2741	-0.2741	+0.0774	-0.0774	-0.4383	+0.216	-0.216	+0.0555	-0.0555
	0.0793	0.0793	0.0793		0.0707	0.0707	0.0707	-0.2262	+0.2766	-0.2766	+0.0498	-0.0498	-0.1917	+0.2106	-0.2106	+0.0281	-0.0281
	0.0932	0.0932	0.0932		0.0844	0.0844	0.0844	-0.3089	+0.256	-0.256	+0.0682	-0.0682	-0.2416	+0.1878	-0.1878	+0.0418	-0.0418
	0.1095	0.1095	0.1095		0.101	0.101	0.101	-0.7167	+0.2489	-0.2489	+0.1075	-0.1075	-0.5127	+0.1754	-0.1754	+0.069	-0.069
	0.1275	0.1275	0.1275		0.12	0.12	0.12	-0.4392	+0.2546	-0.2546	+0.0854	-0.0854	-0.2969	+0.1723	-0.1723	+0.0513	-0.0513
	0.1492	0.1492	0.1492		0.144	0.144	0.144	-0.1505	+0.2534	-0.2534	+0.0421	-0.0421	-0.0888	+0.164	-0.164	+0.0161	-0.0161
	0.1723	0.1723	0.1723		0.171	0.171	0.171	0.1626	+0.2553	-0.2553	+0.0587	-0.0587	0.1091	+0.1583	-0.1583	+0.0317	-0.0317
	0.1997	0.1997	0.1997		0.205	0.205	0.205	-0.0403	+0.1539	-0.1539	+0.0388	-0.0388	-0.016	+0.0913	-0.0913	+0.0133	-0.0133
	0.229	0.229	0.229		0.244	0.244	0.244	-0.3859	+0.128	-0.128	+0.0866	-0.0866	-0.2116	+0.0728	-0.0728	+0.0444	-0.0444
	0.2623	0.2623	0.2623		0.292	0.292	0.292	0.009	+0.1307	-0.1307	+0.0404	-0.0404	0.0129	+0.0714	-0.0714	+0.0148	-0.0148
	0.2976	0.2976	0.2976		0.348	0.348	0.348	-0.1002	+0.1252	-0.1252	+0.0407	-0.0407	-0.0445	+0.066	-0.066	+0.0155	-0.0155
	0.3362	0.3362	0.3362		0.416	0.416	0.416	-0.1563	+0.1264	-0.1264	+0.0444	-0.0444	-0.0725	+0.0645	-0.0645	+0.0186	-0.0186
	0.3765	0.3765	0.3765		0.496	0.496	0.496	-0.3669	+0.1389	-0.1389	+0.0669	-0.0669	-0.1777	+0.0692	-0.0692	+0.0307	-0.0307
	0.4189	0.4189	0.4189		0.592	0.592	0.592	-0.0931	+0.1494	-0.1494	+0.0326	-0.0326	-0.0369	+0.0731	-0.0731	+0.0165	-0.0165

