Path: /HepData/7076/d104-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.2550 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.255 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.5049	0.5049	0.5049		0.707	0.707	0.707	-0.9038	+0.7964	-0.7964	+0.1462	-0.1462	-0.3809	+0.3428	-0.3428	+0.0576	-0.0576
	0.549	0.549	0.549		0.844	0.844	0.844	1.2381	+0.8179	-0.8179	+0.1988	-0.1988	0.5455	+0.3539	-0.3539	+0.0857	-0.0857
	0.593	0.593	0.593		1.01	1.01	1.01	-0.1052	+0.917	-0.917	+0.0926	-0.0926	-0.0348	+0.4023	-0.4023	+0.0346	-0.0346
	0.6338	0.6338	0.6338		1.2	1.2	1.2	-0.1826	+1.0507	-1.0507	+0.0555	-0.0555	-0.0697	+0.4709	-0.4709	+0.0108	-0.0108
	0.675	0.675	0.675		1.44	1.44	1.44	-0.7645	+0.894	-0.894	+0.215	-0.215	-0.3428	+0.4156	-0.4156	+0.0974	-0.0974
	0.7115	0.7115	0.7115		1.71	1.71	1.71	1.6256	+0.8557	-0.8557	+0.1921	-0.1921	0.8014	+0.4127	-0.4127	+0.0904	-0.0904
	0.7473	0.7473	0.7473		2.05	2.05	2.05	0.9346	+0.945	-0.945	+0.1968	-0.1968	0.4813	+0.4753	-0.4753	+0.0978	-0.0978
	0.7787	0.7787	0.7787		2.44	2.44	2.44	0.453	+1.0082	-1.0082	+0.294	-0.294	0.2605	+0.53	-0.53	+0.1544	-0.1544
	0.8081	0.8081	0.8081		2.92	2.92	2.92	1.3494	+1.1458	-1.1458	+0.2678	-0.2678	0.7563	+0.6321	-0.6321	+0.1479	-0.1479
	0.8339	0.8339	0.8339		3.48	3.48	3.48	2.3376	+1.6992	-1.6992	+0.5136	-0.5136	1.3577	+0.9878	-0.9878	+0.3017	-0.3017
	0.8571	0.8571	0.8571		4.16	4.16	4.16	1.2063	+1.8049	-1.8049	+0.2711	-0.2711	0.7463	+1.1021	-1.1021	+0.1666	-0.1666

