Path: /HepData/7076/d263-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.3650 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.365 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.1305	0.1305	0.1305		0.707	0.707	0.707	0.2988	+0.2453	-0.2453	+0.0512	-0.0512	0.2782	+0.2207	-0.2207	+0.0444	-0.0444
	0.1519	0.1519	0.1519		0.844	0.844	0.844	0.094	+0.2691	-0.2691	+0.0223	-0.0223	0.0948	+0.2396	-0.2396	+0.0149	-0.0149
	0.1765	0.1765	0.1765		1.01	1.01	1.01	-0.2574	+0.2885	-0.2885	+0.039	-0.039	-0.2141	+0.2541	-0.2541	+0.0317	-0.0317
	0.203	0.203	0.203		1.2	1.2	1.2	0.1359	+0.3024	-0.3024	+0.0279	-0.0279	0.1325	+0.2634	-0.2634	+0.0206	-0.0206
	0.2341	0.2341	0.2341		1.44	1.44	1.44	0.039	+0.1847	-0.1847	+0.0427	-0.0427	0.0488	+0.1607	-0.1607	+0.0352	-0.0352
	0.2663	0.2663	0.2663		1.71	1.71	1.71	0.2421	+0.1813	-0.1813	+0.0413	-0.0413	0.2265	+0.1563	-0.1563	+0.0343	-0.0343
	0.3032	0.3032	0.3032		2.05	2.05	2.05	0.3278	+0.1908	-0.1908	+0.0501	-0.0501	0.2978	+0.1628	-0.1628	+0.0422	-0.0422
	0.3412	0.3412	0.3412		2.44	2.44	2.44	0.0231	+0.1941	-0.1941	+0.0372	-0.0372	0.0396	+0.1644	-0.1644	+0.0312	-0.0312
	0.3826	0.3826	0.3826		2.92	2.92	2.92	0.2696	+0.2063	-0.2063	+0.0522	-0.0522	0.2472	+0.1736	-0.1736	+0.0443	-0.0443

