Path: /HepData/7076/d262-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.3550 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.355 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1316	0.1316	0.1316	0.707	0.707	0.707	0.0367	+0.2504	-0.2504	+0.018	-0.018	0.0428	+0.225	-0.225	+0.0097	-0.0097
0.1532	0.1532	0.1532	0.844	0.844	0.844	-0.4486	+0.2653	-0.2653	+0.0529	-0.0529	-0.3874	+0.2359	-0.2359	+0.045	-0.045
0.178	0.178	0.178	1.01	1.01	1.01	0.0807	+0.2927	-0.2927	+0.0408	-0.0408	0.0836	+0.2573	-0.2573	+0.0333	-0.0333
0.2046	0.2046	0.2046	1.2	1.2	1.2	0.1675	+0.3058	-0.3058	+0.031	-0.031	0.16	+0.2659	-0.2659	+0.0237	-0.0237
0.2359	0.2359	0.2359	1.44	1.44	1.44	0.204	+0.1872	-0.1872	+0.0423	-0.0423	0.1931	+0.1626	-0.1626	+0.0349	-0.0349
0.2683	0.2683	0.2683	1.71	1.71	1.71	0.1769	+0.1833	-0.1833	+0.0377	-0.0377	0.1702	+0.1577	-0.1577	+0.031	-0.031
0.3053	0.3053	0.3053	2.05	2.05	2.05	-0.0349	+0.1899	-0.1899	+0.0399	-0.0399	-0.0122	+0.1618	-0.1618	+0.0329	-0.0329
0.3435	0.3435	0.3435	2.44	2.44	2.44	0.3001	+0.1963	-0.1963	+0.0374	-0.0374	0.273	+0.166	-0.166	+0.0311	-0.0311
0.385	0.385	0.385	2.92	2.92	2.92	0.2569	+0.2087	-0.2087	+0.0723	-0.0723	0.2325	+0.1753	-0.1753	+0.0612	-0.0612

