Path: /HepData/7076/d127-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.3750 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.375 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0469	0.0469	0.0469	0.0496	0.0496	0.0496	-0.6124	+0.3001	-0.3001	+0.0589	-0.0589	-0.5323	+0.2596	-0.2596	+0.049	-0.049
0.0554	0.0554	0.0554	0.0592	0.0592	0.0592	0.0021	+0.2763	-0.2763	+0.0247	-0.0247	-0.0014	+0.2335	-0.2335	+0.0151	-0.0151
0.0655	0.0655	0.0655	0.0707	0.0707	0.0707	-0.0755	+0.2568	-0.2568	+0.0257	-0.0257	-0.066	+0.2115	-0.2115	+0.0136	-0.0136
0.0772	0.0772	0.0772	0.0844	0.0844	0.0844	0.154	+0.2508	-0.2508	+0.0283	-0.0283	0.1207	+0.2008	-0.2008	+0.018	-0.018
0.091	0.091	0.091	0.101	0.101	0.101	0.2061	+0.2432	-0.2432	+0.0519	-0.0519	0.1589	+0.1887	-0.1887	+0.0383	-0.0383
0.1063	0.1063	0.1063	0.12	0.12	0.12	-0.1271	+0.2449	-0.2449	+0.0324	-0.0324	-0.0959	+0.1838	-0.1838	+0.0161	-0.0161
0.1249	0.1249	0.1249	0.144	0.144	0.144	-0.4056	+0.2486	-0.2486	+0.0807	-0.0807	-0.2933	+0.1799	-0.1799	+0.0536	-0.0536
0.1449	0.1449	0.1449	0.171	0.171	0.171	0.1051	+0.2585	-0.2585	+0.0299	-0.0299	0.0744	+0.1804	-0.1804	+0.0171	-0.0171
0.1689	0.1689	0.1689	0.205	0.205	0.205	-0.0921	+0.1399	-0.1399	+0.0353	-0.0353	-0.0592	+0.0939	-0.0939	+0.0173	-0.0173
0.1947	0.1947	0.1947	0.244	0.244	0.244	-0.0529	+0.1242	-0.1242	+0.0316	-0.0316	-0.0287	+0.0802	-0.0802	+0.0156	-0.0156
0.2245	0.2245	0.2245	0.292	0.292	0.292	0.2456	+0.1284	-0.1284	+0.0534	-0.0534	0.1617	+0.0798	-0.0798	+0.0353	-0.0353
0.2565	0.2565	0.2565	0.348	0.348	0.348	0.2291	+0.1229	-0.1229	+0.0477	-0.0477	0.1504	+0.0738	-0.0738	+0.0314	-0.0314
0.2919	0.2919	0.2919	0.416	0.416	0.416	0.2064	+0.1261	-0.1261	+0.0425	-0.0425	0.1388	+0.0732	-0.0732	+0.0285	-0.0285
0.3296	0.3296	0.3296	0.496	0.496	0.496	-0.1374	+0.1349	-0.1349	+0.0353	-0.0353	-0.0546	+0.0761	-0.0761	+0.0205	-0.0205
0.3698	0.3698	0.3698	0.592	0.592	0.592	-0.0224	+0.1489	-0.1489	+0.0315	-0.0315	0.0141	+0.0821	-0.0821	+0.0223	-0.0223

