Path: /HepData/7076/d244-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 2.1750 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 2.175 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1552	0.1552	0.1552	0.707	0.707	0.707	-0.1646	+0.2554	-0.2554	+0.0373	-0.0373	-0.1298	+0.2226	-0.2226	+0.0281	-0.0281
0.1798	0.1798	0.1798	0.844	0.844	0.844	0.1695	+0.2806	-0.2806	+0.0509	-0.0509	0.1619	+0.2414	-0.2414	+0.0406	-0.0406
0.2079	0.2079	0.2079	1.01	1.01	1.01	0.0257	+0.294	-0.294	+0.0266	-0.0266	0.0392	+0.2495	-0.2495	+0.0154	-0.0154
0.2377	0.2377	0.2377	1.2	1.2	1.2	-0.654	+0.3387	-0.3387	+0.0765	-0.0765	-0.5284	+0.2837	-0.2837	+0.062	-0.062
0.2723	0.2723	0.2723	1.44	1.44	1.44	0.0802	+0.232	-0.232	+0.0516	-0.0516	0.0839	+0.1935	-0.1935	+0.0403	-0.0403
0.3076	0.3076	0.3076	1.71	1.71	1.71	-0.0123	+0.2222	-0.2222	+0.0441	-0.0441	0.0113	+0.1835	-0.1835	+0.034	-0.034
0.3475	0.3475	0.3475	2.05	2.05	2.05	0.0397	+0.2252	-0.2252	+0.0651	-0.0651	0.0557	+0.1841	-0.1841	+0.0526	-0.0526
0.388	0.388	0.388	2.44	2.44	2.44	0.2546	+0.2412	-0.2412	+0.052	-0.052	0.2255	+0.1957	-0.1957	+0.0417	-0.0417
0.4314	0.4314	0.4314	2.92	2.92	2.92	-0.0274	+0.248	-0.248	+0.0347	-0.0347	-0.0024	+0.2004	-0.2004	+0.0282	-0.0282
0.4748	0.4748	0.4748	3.48	3.48	3.48	0.3436	+0.305	-0.305	+0.0864	-0.0864	0.3031	+0.2467	-0.2467	+0.0701	-0.0701

