Path: /HepData/7076/d82-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.1450 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.145 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
	0.6222	0.6222	0.6222		0.707	0.707	0.707	1.0922	+1.5349	-1.5349	+0.2825	-0.2825	0.3643	+0.5118	-0.5118	+0.0832	-0.0832
	0.6628	0.6628	0.6628		0.844	0.844	0.844	0.7586	+1.586	-1.586	+0.1945	-0.1945	0.2681	+0.5466	-0.5466	+0.0516	-0.0516
	0.7017	0.7017	0.7017		1.01	1.01	1.01	1.7908	+1.7129	-1.7129	+0.3346	-0.3346	0.6582	+0.6156	-0.6156	+0.1142	-0.1142
	0.7365	0.7365	0.7365		1.2	1.2	1.2	-2.2491	+1.9703	-1.9703	+0.3186	-0.3186	-0.8324	+0.7421	-0.7421	+0.1107	-0.1107
	0.7703	0.7703	0.7703		1.44	1.44	1.44	1.2565	+1.6989	-1.6989	+0.2306	-0.2306	0.5215	+0.681	-0.681	+0.0847	-0.0847
	0.7993	0.7993	0.7993		1.71	1.71	1.71	-0.2373	+1.5301	-1.5301	+0.1975	-0.1975	-0.0806	+0.6508	-0.6508	+0.0734	-0.0734
	0.8268	0.8268	0.8268		2.05	2.05	2.05	4.3004	+1.724	-1.724	+0.5277	-0.5277	1.9857	+0.782	-0.782	+0.2355	-0.2355
	0.8504	0.8504	0.8504		2.44	2.44	2.44	2.2876	+1.779	-1.779	+0.3392	-0.3392	1.1224	+0.8585	-0.8585	+0.1609	-0.1609
	0.8718	0.8718	0.8718		2.92	2.92	2.92	-2.6713	+2.1621	-2.1621	+0.5218	-0.5218	-1.3468	+1.1125	-1.1125	+0.2708	-0.2708
	0.8902	0.8902	0.8902		3.48	3.48	3.48	2.9653	+2.985	-2.985	+0.5954	-0.5954	1.6629	+1.6426	-1.6426	+0.3284	-0.3284
	0.9065	0.9065	0.9065		4.16	4.16	4.16	1.5355	+3.4838	-3.4838	+0.4182	-0.4182	0.9285	+2.0345	-2.0345	+0.2446	-0.2446

