Path: /HepData/7076/d220-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.9350 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.935 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.1981	0.1981	0.1981	0.707	0.707	0.707	-0.148	+0.3235	-0.3235	+0.0284	-0.0284	-0.099	+0.2643	-0.2643	+0.0124	-0.0124
0.2277	0.2277	0.2277	0.844	0.844	0.844	-0.2144	+0.3376	-0.3376	+0.0342	-0.0342	-0.1489	+0.271	-0.271	+0.0189	-0.0189
0.2608	0.2608	0.2608	1.01	1.01	1.01	-0.0502	+0.3683	-0.3683	+0.0331	-0.0331	-0.0151	+0.2907	-0.2907	+0.0165	-0.0165
0.2954	0.2954	0.2954	1.2	1.2	1.2	0.0153	+0.3923	-0.3923	+0.0355	-0.0355	0.0374	+0.3049	-0.3049	+0.0191	-0.0191
0.3347	0.3347	0.3347	1.44	1.44	1.44	0.1064	+0.2635	-0.2635	+0.0526	-0.0526	0.1063	+0.204	-0.204	+0.0358	-0.0358
0.374	0.374	0.374	1.71	1.71	1.71	0.2344	+0.2567	-0.2567	+0.0524	-0.0524	0.2075	+0.1966	-0.1966	+0.0358	-0.0358
0.4173	0.4173	0.4173	2.05	2.05	2.05	0.5133	+0.2777	-0.2777	+0.0664	-0.0664	0.4188	+0.2109	-0.2109	+0.0481	-0.0481
0.4602	0.4602	0.4602	2.44	2.44	2.44	-0.2049	+0.3099	-0.3099	+0.1062	-0.1062	-0.1266	+0.2344	-0.2344	+0.0801	-0.0801
0.505	0.505	0.505	2.92	2.92	2.92	0.1216	+0.3472	-0.3472	+0.095	-0.095	0.1153	+0.2623	-0.2623	+0.0717	-0.0717
0.5487	0.5487	0.5487	3.48	3.48	3.48	0.8426	+0.4408	-0.4408	+0.1266	-0.1266	0.6661	+0.3352	-0.3352	+0.097	-0.097
0.5924	0.5924	0.5924	4.16	4.16	4.16	-0.2445	+0.5162	-0.5162	+0.1165	-0.1165	-0.1697	+0.3951	-0.3951	+0.0902	-0.0902

