Path: /HepData/7076/d97-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 1.6000 GeV and W = 1.2250 GeV
Location: F 1, 2, 3, 4
ELAB : 1.6 GeV
RE : E- DEUT --> E- X
W : 1.225 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.0742	0.0742	0.0742	0.0496	0.0496	0.0496	-0.1828	+0.2731	-0.2731	+0.043	-0.043	-0.1449	+0.1962	-0.1962	+0.0202	-0.0202
0.0873	0.0873	0.0873	0.0592	0.0592	0.0592	-0.4142	+0.2454	-0.2454	+0.0798	-0.0798	-0.3005	+0.1688	-0.1688	+0.049	-0.049
0.1025	0.1025	0.1025	0.0707	0.0707	0.0707	-0.5425	+0.2255	-0.2255	+0.0735	-0.0735	-0.3739	+0.1479	-0.1479	+0.0409	-0.0409
0.12	0.12	0.12	0.0844	0.0844	0.0844	-0.5032	+0.2263	-0.2263	+0.0849	-0.0849	-0.3311	+0.1412	-0.1412	+0.0472	-0.0472
0.1403	0.1403	0.1403	0.101	0.101	0.101	-0.5116	+0.2199	-0.2199	+0.0836	-0.0836	-0.3186	+0.1303	-0.1303	+0.0433	-0.0433
0.1624	0.1624	0.1624	0.12	0.12	0.12	-0.1075	+0.2252	-0.2252	+0.0468	-0.0468	-0.0667	+0.1269	-0.1269	+0.0153	-0.0153
0.1888	0.1888	0.1888	0.144	0.144	0.144	-0.4481	+0.2314	-0.2314	+0.0795	-0.0795	-0.2359	+0.1236	-0.1236	+0.0378	-0.0378
0.2165	0.2165	0.2165	0.171	0.171	0.171	-0.3102	+0.2291	-0.2291	+0.0678	-0.0678	-0.1546	+0.1165	-0.1165	+0.0288	-0.0288
0.2488	0.2488	0.2488	0.205	0.205	0.205	-0.5284	+0.1418	-0.1418	+0.1055	-0.1055	-0.2529	+0.0687	-0.0687	+0.047	-0.047
0.2828	0.2828	0.2828	0.244	0.244	0.244	-0.551	+0.123	-0.123	+0.1194	-0.1194	-0.2526	+0.0571	-0.0571	+0.0512	-0.0512
0.3206	0.3206	0.3206	0.292	0.292	0.292	-0.5711	+0.1191	-0.1191	+0.1385	-0.1385	-0.2519	+0.0531	-0.0531	+0.0575	-0.0575
0.3599	0.3599	0.3599	0.348	0.348	0.348	-0.4914	+0.1153	-0.1153	+0.106	-0.106	-0.2092	+0.0499	-0.0499	+0.0417	-0.0417
0.402	0.402	0.402	0.416	0.416	0.416	-0.4136	+0.1158	-0.1158	+0.0837	-0.0837	-0.1724	+0.0489	-0.0489	+0.0315	-0.0315
0.4449	0.4449	0.4449	0.496	0.496	0.496	-0.2847	+0.1265	-0.1265	+0.057	-0.057	-0.1182	+0.0526	-0.0526	+0.0183	-0.0183
0.4889	0.4889	0.4889	0.592	0.592	0.592	-0.5385	+0.1373	-0.1373	+0.079	-0.079	-0.2184	+0.0567	-0.0567	+0.0286	-0.0286

