Path: /HepData/7076/d130-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.3850 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.385 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.4055	0.4055	0.4055	0.707	0.707	0.707	-0.0341	+0.7681	-0.7681	+0.0711	-0.0711	0.0092	+0.4126	-0.4126	+0.0261	-0.0261
0.4488	0.4488	0.4488	0.844	0.844	0.844	0.6535	+0.7902	-0.7902	+0.1101	-0.1101	0.3741	+0.4195	-0.4195	+0.0504	-0.0504
0.4935	0.4935	0.4935	1.01	1.01	1.01	1.4292	+0.8805	-0.8805	+0.181	-0.181	0.7808	+0.4651	-0.4651	+0.0895	-0.0895
0.5366	0.5366	0.5366	1.2	1.2	1.2	-0.8911	+0.9932	-0.9932	+0.1299	-0.1299	-0.4456	+0.5257	-0.5257	+0.0576	-0.0576
0.5815	0.5815	0.5815	1.44	1.44	1.44	0.054	+0.7685	-0.7685	+0.0971	-0.0971	0.0532	+0.4139	-0.4139	+0.0361	-0.0361
0.6226	0.6226	0.6226	1.71	1.71	1.71	0.0011	+0.7298	-0.7298	+0.1416	-0.1416	0.0287	+0.4	-0.4	+0.0683	-0.0683
0.6642	0.6642	0.6642	2.05	2.05	2.05	0.2415	+0.79	-0.79	+0.1805	-0.1805	0.1583	+0.4429	-0.4429	+0.0959	-0.0959
0.7019	0.7019	0.7019	2.44	2.44	2.44	0.6771	+0.8193	-0.8193	+0.1829	-0.1829	0.4128	+0.4727	-0.4727	+0.103	-0.103
0.738	0.738	0.738	2.92	2.92	2.92	1.8351	+0.9241	-0.9241	+0.2882	-0.2882	1.1286	+0.5506	-0.5506	+0.173	-0.173
0.7705	0.7705	0.7705	3.48	3.48	3.48	1.9662	+1.2799	-1.2799	+0.3076	-0.3076	1.2451	+0.7931	-0.7931	+0.1917	-0.1917
0.8005	0.8005	0.8005	4.16	4.16	4.16	-0.7433	+1.3853	-1.3853	+0.2029	-0.2029	-0.4664	+0.8912	-0.8912	+0.129	-0.129

