Path: /HepData/7076/d134-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.4050 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.405 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.3929	0.3929	0.3929	0.707	0.707	0.707	1.1714	+0.7268	-0.7268	+0.1993	-0.1993	0.6735	+0.4014	-0.4014	+0.1076	-0.1076
0.4359	0.4359	0.4359	0.844	0.844	0.844	0.3673	+0.7502	-0.7502	+0.1749	-0.1749	0.2258	+0.4088	-0.4088	+0.0898	-0.0898
0.4804	0.4804	0.4804	1.01	1.01	1.01	0.3467	+0.8322	-0.8322	+0.1434	-0.1434	0.2133	+0.4504	-0.4504	+0.0691	-0.0691
0.5235	0.5235	0.5235	1.2	1.2	1.2	-0.1013	+0.9468	-0.9468	+0.0846	-0.0846	-0.0288	+0.5124	-0.5124	+0.0266	-0.0266
0.5687	0.5687	0.5687	1.44	1.44	1.44	-0.2279	+0.7366	-0.7366	+0.1179	-0.1179	-0.0978	+0.4049	-0.4049	+0.0526	-0.0526
0.6102	0.6102	0.6102	1.71	1.71	1.71	0.3133	+0.7154	-0.7154	+0.1261	-0.1261	0.203	+0.3991	-0.3991	+0.0599	-0.0599
0.6524	0.6524	0.6524	2.05	2.05	2.05	0.2829	+0.7703	-0.7703	+0.2095	-0.2095	0.1784	+0.4386	-0.4386	+0.1145	-0.1145
0.6908	0.6908	0.6908	2.44	2.44	2.44	0.5301	+0.8008	-0.8008	+0.1432	-0.1432	0.3333	+0.4681	-0.4681	+0.0801	-0.0801
0.7278	0.7278	0.7278	2.92	2.92	2.92	1.0952	+0.88	-0.88	+0.36	-0.36	0.689	+0.5302	-0.5302	+0.2177	-0.2177
0.7611	0.7611	0.7611	3.48	3.48	3.48	0.4285	+1.1512	-1.1512	+0.3138	-0.3138	0.303	+0.7207	-0.7207	+0.1969	-0.1969
0.792	0.792	0.792	4.16	4.16	4.16	1.6739	+1.2251	-1.2251	+0.3496	-0.3496	1.0981	+0.7946	-0.7946	+0.229	-0.229

