Path: /HepData/7076/d100-x1-y1
A1 and g1/F1 for the DEUT target at incident energy 5.7000 GeV and W = 1.2350 GeV
Location: F 1, 2, 3, 4
ELAB : 5.7 GeV
RE : E- DEUT --> E- X
W : 1.235 GeV
x: X
x2: Q**2 IN GEV**2
y : A1 : G1/F1
x	xlow	xhigh	x2	x2low	x2high	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	
0.5235	0.5235	0.5235	0.707	0.707	0.707	-0.0133	+0.8085	-0.8085	+0.0771	-0.0771	0.0043	+0.3339	-0.3339	+0.0268	-0.0268
0.5674	0.5674	0.5674	0.844	0.844	0.844	0.5352	+0.8442	-0.8442	+0.1194	-0.1194	0.2349	+0.3519	-0.3519	+0.0486	-0.0486
0.6108	0.6108	0.6108	1.01	1.01	1.01	-0.812	+0.9359	-0.9359	+0.1545	-0.1545	-0.3313	+0.3973	-0.3973	+0.0608	-0.0608
0.6509	0.6509	0.6509	1.2	1.2	1.2	-0.058	+1.082	-1.082	+0.0889	-0.0889	-0.0128	+0.4709	-0.4709	+0.0329	-0.0329
0.6911	0.6911	0.6911	1.44	1.44	1.44	-0.1764	+0.9366	-0.9366	+0.1525	-0.1525	-0.0671	+0.4245	-0.4245	+0.0656	-0.0656
0.7266	0.7266	0.7266	1.71	1.71	1.71	-1.4077	+0.8974	-0.8974	+0.3011	-0.3011	-0.6579	+0.4236	-0.4236	+0.1408	-0.1408
0.7611	0.7611	0.7611	2.05	2.05	2.05	1.0747	+0.9933	-0.9933	+0.2213	-0.2213	0.5359	+0.491	-0.491	+0.1083	-0.1083
0.7913	0.7913	0.7913	2.44	2.44	2.44	-2.5752	+1.0727	-1.0727	+0.3491	-0.3491	-1.3315	+0.5558	-0.5558	+0.1821	-0.1821
0.8194	0.8194	0.8194	2.92	2.92	2.92	0.3301	+1.2218	-1.2218	+0.3394	-0.3394	0.1816	+0.666	-0.666	+0.1848	-0.1848
0.8439	0.8439	0.8439	3.48	3.48	3.48	-1.4527	+1.6707	-1.6707	+0.2144	-0.2144	-0.8346	+0.9608	-0.9608	+0.1219	-0.1219
0.866	0.866	0.866	4.16	4.16	4.16	1.3074	+1.9079	-1.9079	+0.4101	-0.4101	0.8053	+1.1559	-1.1559	+0.2504	-0.2504

